frame_id,lm_0_x,lm_0_y,lm_0_z,lm_0_vis,lm_1_x,lm_1_y,lm_1_z,lm_1_vis,lm_2_x,lm_2_y,lm_2_z,lm_2_vis,lm_3_x,lm_3_y,lm_3_z,lm_3_vis,lm_4_x,lm_4_y,lm_4_z,lm_4_vis,lm_5_x,lm_5_y,lm_5_z,lm_5_vis,lm_6_x,lm_6_y,lm_6_z,lm_6_vis,lm_7_x,lm_7_y,lm_7_z,lm_7_vis,lm_8_x,lm_8_y,lm_8_z,lm_8_vis,lm_9_x,lm_9_y,lm_9_z,lm_9_vis,lm_10_x,lm_10_y,lm_10_z,lm_10_vis,lm_11_x,lm_11_y,lm_11_z,lm_11_vis,lm_12_x,lm_12_y,lm_12_z,lm_12_vis,lm_13_x,lm_13_y,lm_13_z,lm_13_vis,lm_14_x,lm_14_y,lm_14_z,lm_14_vis,lm_15_x,lm_15_y,lm_15_z,lm_15_vis,lm_16_x,lm_16_y,lm_16_z,lm_16_vis,lm_17_x,lm_17_y,lm_17_z,lm_17_vis,lm_18_x,lm_18_y,lm_18_z,lm_18_vis,lm_19_x,lm_19_y,lm_19_z,lm_19_vis,lm_20_x,lm_20_y,lm_20_z,lm_20_vis
10,0.48518,0.49254,-0.00353,0.9334,0.32428,0.42553,-0.41297,0.9696,0.45558,-0.03057,-0.77804,0.99,0.79069,-0.36738,-0.88541,0.9223,1.15473,-0.60046,-0.72973,0.975,0.88013,-0.36789,-0.85835,0.9016,1.13774,-0.50555,-1.1996,0.969,0.9292,-0.06578,-1.06719,0.956,0.94803,-0.00486,-1.04643,0.9391,1.23907,-0.34828,-0.68803,0.9719,1.52545,-0.42452,-1.07837,0.9545,1.15856,0.00659,-0.8948,0.9544,1.19769,-0.06564,-0.83157,0.9788,1.53101,-0.12588,-0.53312,0.9804,1.75153,-0.21552,-0.8516,0.9378,1.39937,0.14319,-0.63507,0.9254,1.37509,0.0363,-0.49035,0.9377,1.74017,0.13123,-0.28284,0.9532,1.88294,0.03343,-0.52327,0.9468,1.52591,0.27874,-0.37934,0.9126,1.50228,0.26252,-0.24334,0.9342
11,0.64149,0.64339,-0.04855,0.9423,0.47549,0.53955,-0.40156,0.9629,0.55903,0.10971,-0.69725,0.9076,0.7957,-0.16369,-0.77908,0.9075,1.12517,-0.39669,-0.64066,0.9435,0.89517,-0.16905,-0.75525,0.99,1.08348,-0.31954,-1.07665,0.9162,0.93803,0.07388,-0.97658,0.9123,0.9709,0.11949,-0.93424,0.9029,1.22457,-0.16539,-0.61789,0.9089,1.41384,-0.28526,-0.94003,0.9384,1.14152,0.15641,-0.799,0.9356,1.1695,0.09715,-0.74514,0.9546,1.47978,-0.00881,-0.47143,0.9089,1.6813,-0.07162,-0.76414,0.9683,1.37728,0.27525,-0.58103,0.8803,1.34937,0.15904,-0.40984,0.99,1.70031,0.23017,-0.30402,0.9775,1.75121,0.16977,-0.50615,0.9208,1.49264,0.41,-0.35332,0.9647,1.47064,0.34299,-0.23893,0.9584
12,0.40237,0.6218,0.08969,0.9582,0.28613,0.55561,-0.18576,0.9543,0.30132,0.26862,-0.41839,0.9774,0.49027,0.05545,-0.49351,0.9158,0.70514,-0.11323,-0.42359,0.9844,0.53777,0.05159,-0.48675,0.906,0.67335,-0.04421,-0.70378,0.9087,0.58718,0.23491,-0.62362,0.9538,0.61323,0.28149,-0.59137,0.9462,0.77872,0.06941,-0.39374,0.9164,0.9297,-0.04288,-0.63843,0.9533,0.74735,0.27867,-0.50217,0.9502,0.76127,0.2366,-0.46181,0.953,0.99281,0.13438,-0.26356,0.9483,1.13502,0.11682,-0.5101,0.99,0.90057,0.34763,-0.34667,0.9161,0.91133,0.26503,-0.22514,0.8745,1.13725,0.28476,-0.13758,0.9459,1.19233,0.21927,-0.29837,0.9052,1.00131,0.4131,-0.18955,0.9158,1.01665,0.38302,-0.11333,0.9283
13,0.46205,0.63054,-0.04156,0.9376,0.33512,0.52794,-0.35322,0.9868,0.36931,0.14568,-0.63303,0.9765,0.60414,-0.18114,-0.72111,0.9663,0.90628,-0.43631,-0.59339,0.9346,0.67385,-0.17459,-0.69927,0.9274,0.8578,-0.33914,-0.96725,0.99,0.77456,0.00312,-0.87581,0.9333,1.03356,0.07698,2.45844,0.9261,1.03356,-0.19903,-0.53716,0.9624,1.21981,-0.35189,-0.83895,0.9487,0.95383,0.09587,-0.70401,0.99,0.97443,0.01397,-0.6491,0.9489,1.28084,-0.06454,-0.39038,0.944,1.47186,-0.14115,-0.66764,0.9493,1.18134,0.20761,-0.50741,0.9066,1.15043,0.11851,-0.3749,0.9336,1.47938,0.16224,-0.20642,0.9098,1.56174,0.04275,-0.41202,0.8989,1.30727,0.27815,-0.30367,0.9039,1.28075,0.28599,-0.17662,0.9096
14,0.4618,0.56535,-0.08656,0.941,0.2856,0.45417,-0.38494,0.9282,0.35673,0.08518,-0.60216,0.9421,0.53771,-0.17446,-0.67987,0.9557,0.82442,-0.37392,-0.58823,0.9784,0.60196,-0.19886,-0.65496,0.9166,0.74783,-0.33112,-0.91173,0.8995,0.66749,0.00452,-0.84109,0.9768,0.69605,0.06496,-0.84194,0.9767,0.9082,-0.18785,-0.54829,0.9448,1.05471,-0.30976,-0.82074,0.9119,0.85719,0.08491,-0.71915,0.9326,0.87761,0.02952,-0.66003,0.9433,1.13872,-0.04307,-0.42773,0.9325,1.2997,-0.10973,-0.70179,0.9433,1.05506,0.16974,-0.53337,0.8981,1.01106,0.09798,-0.39822,0.9596,1.33274,0.15677,-0.30383,0.943,1.40014,0.07459,-0.47553,0.9576,1.17612,0.26149,-0.36667,0.9473,1.12843,0.26033,-0.26489,0.9166
15,0.40466,0.4019,-0.02782,0.9631,0.2724,0.3198,-0.32788,0.99,0.28243,-0.0581,-0.56801,0.9157,0.51297,-0.35454,-0.63213,0.9369,0.75708,-0.57912,-0.50891,0.9255,0.58199,-0.35796,-0.61535,0.9706,0.72949,-0.53419,-0.86282,0.9369,0.65664,-0.16083,-0.80825,0.9531,0.69867,-0.10489,-0.78033,0.9876,0.88739,-0.37792,-0.47368,0.947,1.05414,-0.528,-0.76456,0.9669,0.84628,-0.14791,-0.66575,0.99,0.83948,-0.17033,-0.59862,0.9468,1.09965,-0.26093,-0.35966,0.9449,1.30529,-0.34118,-0.60569,0.9164,1.01569,-0.01741,-0.4541,0.9592,1.00768,-0.08446,-0.33803,0.9614,1.33669,-0.06307,-0.20733,0.9538,1.37093,-0.1578,-0.3415,0.9606,1.17865,0.06381,-0.27864,0.9595,1.13588,0.04944,-0.14677,0.9554
16,0.38314,0.60692,0.0469,0.9395,0.24924,0.48475,-0.25909,0.9206,0.29339,0.12992,-0.48792,0.944,0.49798,-0.15222,-0.5582,0.9196,0.77873,-0.34292,-0.46341,0.9807,0.56288,-0.13952,-0.53388,0.9687,0.7777,-0.30643,-0.78264,0.9566,0.65541,0.04789,-0.75438,0.9647,0.65433,0.09889,-0.691,0.9315,0.89073,-0.16324,-0.42229,0.9219,1.04299,-0.27255,-0.70845,0.9256,0.84262,0.1213,-0.60589,0.9853,0.86478,0.07028,-0.52381,0.9167,1.15309,-0.00624,-0.29437,0.9678,1.27936,-0.10815,-0.57757,0.9098,0.98312,0.20935,-0.41666,0.9671,0.99868,0.17381,-0.28925,0.9317,1.31337,0.20408,-0.16826,0.9575,1.37614,0.14702,-0.33353,0.99,1.16927,0.31443,-0.23713,0.9771,1.10381,0.3028,-0.13004,0.9736
17,0.40119,0.66272,0.00788,0.9893,0.25121,0.59167,-0.2528,0.8787,0.3159,0.2223,-0.5157,0.9613,0.51261,-0.00236,-0.61956,0.99,0.77691,-0.195,-0.53824,0.9207,0.56579,-0.02426,-0.6006,0.9296,0.69123,-0.13132,-0.86293,0.922,0.62196,0.20597,-0.76785,0.9667,0.65263,0.24615,-0.75196,0.9349,0.84943,-0.00213,-0.52018,0.9733,1.00317,-0.09191,-0.81253,0.9626,0.82302,0.25342,-0.65809,0.9459,0.82382,0.20947,-0.60578,0.9622,1.12185,0.10127,-0.3975,0.9504,1.25266,0.02455,-0.67722,0.9263,0.98429,0.35568,-0.45364,0.98,0.97668,0.26736,-0.3559,0.99,1.28751,0.27415,-0.2686,0.9758,1.33419,0.23475,-0.42301,0.9476,1.09677,0.41904,-0.30088,0.9871,1.10939,0.40183,-0.20546,0.99
18,0.40299,0.6874,-0.03726,0.9761,0.22052,0.55272,-0.45616,0.9523,0.38029,0.13523,-0.80501,0.9881,0.68407,-0.13373,-0.89994,0.9342,1.03533,-0.39001,-0.79349,0.9295,0.73484,-0.14434,-0.88421,0.9307,1.01826,-0.30999,-1.20943,0.9183,0.835,0.15167,-1.08483,0.9625,0.83265,0.1992,-1.03857,0.99,1.10997,-0.12527,-0.71269,0.9513,1.35858,-0.23033,-1.07245,0.9886,1.05589,0.19184,-0.90579,0.922,1.0601,0.14458,-0.80602,0.9285,1.39754,0.05338,-0.56174,0.8935,1.64589,-0.00351,-0.88435,0.9181,1.2556,0.37259,-0.65254,0.9408,1.24745,0.2326,-0.49001,0.9485,1.6257,0.30808,-0.31278,0.9258,1.67737,0.23561,-0.52721,0.985,1.39485,0.45987,-0.43866,0.9656,1.33462,0.39431,-0.26494,0.9858
19,0.42441,0.40589,0.05534,0.8947,0.31981,0.33489,-0.12965,0.9182,0.31578,0.06218,-0.29344,0.9455,0.46924,-0.16752,-0.34894,0.9287,0.66251,-0.33501,-0.2972,0.893,0.48215,-0.18709,-0.3727,0.9529,0.59856,-0.30019,-0.53748,0.9483,0.5595,-0.04599,-0.51818,0.9594,0.57864,-0.00415,-0.49965,0.9536,0.73835,-0.19188,-0.2904,0.9815,0.84196,-0.31642,-0.51025,0.9379,0.7229,0.00111,-0.42347,0.9099,0.71372,-0.03992,-0.37037,0.9176,0.92581,-0.08816,-0.20731,0.9156,1.0403,-0.17337,-0.43956,0.9455,0.86491,0.08779,-0.2759,0.99,0.85053,0.02884,-0.186,0.9526,1.07852,0.04184,-0.1264,0.9509,1.11306,-0.02527,-0.24944,0.9326,0.96295,0.13213,-0.17566,0.924,0.94979,0.14378,-0.09051,0.9623
20,0.60322,0.40273,-0.11042,0.9416,0.45652,0.33075,-0.34585,0.99,0.50393,0.00172,-0.53519,0.9562,0.69679,-0.21774,-0.60182,0.9385,0.94815,-0.39979,-0.55515,0.9355,0.74179,-0.23762,-0.61493,0.9404,0.87431,-0.33502,-0.82458,0.9609,0.77512,-0.06811,-0.78455,0.9364,0.80428,0.00277,-0.73535,0.8792,1.02358,-0.22464,-0.51309,0.9763,1.15429,-0.3149,-0.80385,0.9517,0.92203,0.00887,-0.69272,0.9343,0.96701,-0.01792,-0.61769,0.9603,1.22344,-0.09877,-0.44011,0.9074,1.35944,-0.1662,-0.69125,0.9857,1.12743,0.1221,-0.53147,0.9361,1.1146,0.07147,-0.44674,0.9479,1.37106,0.09708,-0.36535,0.934,1.4535,0.03089,-0.48777,0.99,1.23483,0.2223,-0.39172,0.9479,1.22878,0.20236,-0.32006,0.9786
21,0.39179,0.46221,-0.02306,0.9767,0.33465,0.40594,-0.2691,0.9262,0.36247,0.15324,-0.46215,0.8856,0.55079,-0.04502,-0.5055,0.9334,0.75272,-0.18803,-0.42621,0.9772,0.61779,-0.05849,-0.49878,0.9235,0.74192,-0.1433,-0.68148,0.9092,0.6694,0.10798,-0.62463,0.928,0.68856,0.15815,-0.60714,0.9772,0.8055,-0.04601,-0.3983,0.9592,0.95597,-0.12855,-0.62057,0.9536,0.77396,0.15505,-0.5007,0.944,0.78679,0.09484,-0.46743,0.8936,0.96623,0.05555,-0.28313,0.9738,1.11958,0.01388,-0.46167,0.849,0.90974,0.23093,-0.35211,0.99,0.88546,0.16283,-0.26604,0.9776,1.11465,0.21373,-0.15619,0.9456,1.17327,0.15562,-0.27238,0.9704,0.98934,0.28893,-0.19156,0.9348,0.94968,0.2909,-0.10207,0.9215
22,0.50577,0.65109,-0.07109,0.9288,0.33935,0.53754,-0.42572,0.9177,0.40022,0.1339,-0.71581,0.9708,0.64144,-0.17561,-0.7481,0.9267,0.9698,-0.40201,-0.65728,0.9717,0.71265,-0.18179,-0.74455,0.8952,0.90752,-0.34921,-1.0095,0.9716,0.79495,0.045,-0.92786,0.9375,0.82777,0.12342,-0.91761,0.99,1.04123,-0.18504,-0.6389,0.964,1.24488,-0.29324,-0.92547,0.9406,0.98537,0.13329,-0.80206,0.9535,1.00493,0.07312,-0.74581,0.9847,1.32725,0.03522,-0.48815,0.9457,1.50019,-0.10421,-0.77229,0.9708,1.20964,0.23556,-0.60122,0.9228,1.2084,0.16575,-0.45717,0.99,1.54883,0.19727,-0.32653,0.9092,1.6019,0.10593,-0.51892,0.9237,1.35401,0.32132,-0.38889,0.9595,1.30895,0.31665,-0.26615,0.99
23,0.47156,0.55243,0.04637,0.9425,0.32818,0.46258,-0.27932,0.9761,0.42012,0.09979,-0.50487,0.954,0.6228,-0.20527,-0.58263,0.9436,0.89225,-0.41067,-0.47131,0.8701,0.67094,-0.16951,-0.57069,0.9765,0.90197,-0.33616,-0.8313,0.95,0.80298,0.014,-0.75252,0.9554,0.80776,0.08582,-0.72809,0.9509,0.98225,-0.18406,-0.41699,0.304,1.18852,-0.30685,-0.68831,0.9162,0.97195,0.09309,-0.59335,0.9526,0.97563,0.02332,-0.51677,0.99,1.26166,-0.08471,-0.26595,0.9615,1.44593,-0.11235,-0.52174,0.9519,1.13263,0.17936,-0.37543,0.9036,1.11135,0.08559,-0.22844,0.9536,1.4298,0.12086,-0.10392,0.9233,1.49213,0.038,-0.26179,0.9477,1.23657,0.24778,-0.16167,0.9613,1.19377,0.23942,-0.06189,0.9656
24,0.4222,0.59349,0.08844,0.93,0.23803,0.47886,-0.22016,0.9249,0.22718,0.0551,-0.52524,0.9312,0.48607,-0.24931,-0.64297,0.8967,0.81218,-0.49712,-0.59298,0.9214,0.55312,-0.26777,-0.63132,0.9249,0.68518,-0.42442,-0.9431,0.9455,0.59994,-0.01821,-0.84039,0.945,0.63704,0.03336,-0.82353,0.9519,0.91874,-0.2713,-0.56333,0.9466,1.05068,-0.40786,-0.88878,0.9269,0.84649,0.06349,-0.71465,0.99,0.84579,-0.01682,-0.64976,0.9766,1.21818,-0.11526,-0.44674,0.947,1.36145,-0.20876,-0.77663,0.9449,1.04153,0.12864,-0.53059,0.99,1.07138,0.04202,-0.39113,0.974,1.45916,0.09327,-0.29728,0.9615,1.48705,0.01121,-0.51803,0.8791,1.23784,0.28842,-0.35689,0.9621,1.22082,0.24922,-0.22473,0.94
25,0.61909,0.49095,0.05574,0.948,0.47249,0.40309,-0.26508,0.99,0.52499,0.04156,-0.50348,0.9821,0.75475,-0.24601,-0.59833,0.9775,1.03161,-0.43351,-0.50269,0.9862,0.80366,-0.25028,-0.57795,0.9371,0.99414,-0.34319,-0.86279,0.99,0.87629,-0.00984,-0.76474,0.9093,0.90926,0.03338,-0.71502,0.99,1.1248,-0.21981,-0.45555,0.9599,1.30974,-0.36321,-0.76125,0.9275,1.0784,0.04769,-0.63834,0.9531,1.07716,-0.00318,-0.56624,0.9413,1.3675,-0.095,-0.311,0.9301,1.53961,-0.18412,-0.58749,0.8971,1.26513,0.12539,-0.4166,0.99,1.23959,0.04769,-0.28762,0.9603,1.55699,0.09133,-0.18539,0.9255,1.62192,0.02409,-0.32208,0.9314,1.38065,0.2185,-0.2209,0.9777,1.34302,0.21403,-0.10513,0.9642
26,0.56063,0.66077,0.09014,0.9359,0.45413,0.56618,-0.16504,0.9681,0.4725,0.25608,-0.36445,0.9496,0.66599,0.03692,-0.44287,0.9673,0.88355,-0.15282,-0.36763,0.9662,0.7188,0.03727,-0.43728,0.9423,0.84269,-0.08338,-0.6688,0.99,0.76483,0.20112,-0.58748,0.9294,0.78064,0.25099,-0.57995,0.9352,0.99221,0.02027,-0.34677,0.953,1.11496,-0.07859,-0.58567,0.9523,0.92808,0.25598,-0.47834,0.9086,0.94484,0.23481,-0.43561,0.9128,1.18528,0.13176,-0.22666,0.9266,1.33502,0.08534,-0.45815,0.9105,1.10993,0.33375,-0.31859,0.9282,1.06789,0.28309,-0.20362,0.9433,1.34528,0.30843,-0.10214,0.964,1.41189,0.25371,-0.2726,0.9785,1.20942,0.41494,-0.15886,0.9326,1.18622,0.40745,-0.06735,0.9229
27,0.36926,0.61847,0.0303,0.99,0.23977,0.55523,-0.35369,0.9364,0.26747,0.10141,-0.66691,0.913,0.51712,-0.24021,-0.74473,0.9409,0.84292,-0.53837,-0.61588,0.9237,0.62031,-0.27371,-0.72695,0.99,0.83285,-0.46237,-1.01489,0.9719,0.74223,-0.0224,-0.94779,0.9017,0.75876,0.02807,-0.89068,0.9368,0.96002,-0.31539,-0.56466,0.896,1.17426,-0.45462,-0.88266,0.9529,0.94749,0.04164,-0.73624,0.9682,0.95206,-0.0405,-0.66687,0.9286,1.23866,-0.13515,-0.35565,0.99,1.5028,-0.25751,-0.67656,0.9319,1.16928,0.16089,-0.5165,0.947,1.13254,0.04626,-0.3518,0.9511,1.48059,0.07282,-0.18388,0.9516,1.56203,-0.04018,-0.38068,0.9447,1.29114,0.24602,-0.26807,0.9463,1.2756,0.23914,-0.13571,0.9887
