frame_id,lm_0_x,lm_0_y,lm_0_z,lm_0_vis,lm_1_x,lm_1_y,lm_1_z,lm_1_vis,lm_2_x,lm_2_y,lm_2_z,lm_2_vis,lm_3_x,lm_3_y,lm_3_z,lm_3_vis,lm_4_x,lm_4_y,lm_4_z,lm_4_vis,lm_5_x,lm_5_y,lm_5_z,lm_5_vis,lm_6_x,lm_6_y,lm_6_z,lm_6_vis,lm_7_x,lm_7_y,lm_7_z,lm_7_vis,lm_8_x,lm_8_y,lm_8_z,lm_8_vis,lm_9_x,lm_9_y,lm_9_z,lm_9_vis,lm_10_x,lm_10_y,lm_10_z,lm_10_vis,lm_11_x,lm_11_y,lm_11_z,lm_11_vis,lm_12_x,lm_12_y,lm_12_z,lm_12_vis,lm_13_x,lm_13_y,lm_13_z,lm_13_vis,lm_14_x,lm_14_y,lm_14_z,lm_14_vis,lm_15_x,lm_15_y,lm_15_z,lm_15_vis,lm_16_x,lm_16_y,lm_16_z,lm_16_vis,lm_17_x,lm_17_y,lm_17_z,lm_17_vis,lm_18_x,lm_18_y,lm_18_z,lm_18_vis,lm_19_x,lm_19_y,lm_19_z,lm_19_vis,lm_20_x,lm_20_y,lm_20_z,lm_20_vis
10,0.45968,0.57771,0.06316,0.99,0.35097,0.49168,-0.24199,0.9561,0.33408,0.3344,-0.47655,0.9798,0.36738,0.3325,-0.60744,0.9412,0.45088,0.36724,-0.68463,0.99,0.67843,-0.13652,-0.53331,0.9399,0.83123,-0.39671,-0.70407,0.9379,0.94043,-0.52565,-0.81164,0.9145,1.05908,-0.64241,-0.93748,0.9522,0.96536,-0.13656,-0.40358,0.99,1.1103,-0.23119,-0.66808,0.9752,0.92461,0.12256,-0.56586,0.9454,0.93011,0.09442,-0.49018,0.9616,1.16437,-0.00222,-0.25631,0.9819,1.35763,-0.05731,-0.5261,0.9585,1.08178,0.23097,-0.37523,0.8844,1.06435,0.14467,-0.24804,0.9265,1.36054,0.16834,-0.10664,0.9652,1.42627,0.11707,-0.28514,0.9474,1.18834,0.29462,-0.19475,0.9381,1.15757,0.29648,-0.08568,0.9346
11,0.45109,0.62851,-0.03576,0.99,0.28499,0.52747,-0.33284,0.9806,0.234,0.3799,-0.54813,0.986,0.28091,0.34036,-0.71653,0.9194,0.36908,0.39521,-0.78133,0.939,0.58636,-0.14078,-0.59685,0.925,0.70427,-0.40833,-0.7544,0.9489,0.80729,-0.58234,-0.88192,0.9755,0.93171,-0.69511,-1.02608,0.9349,0.87293,-0.14663,-0.47729,0.9446,1.02698,-0.26996,-0.73999,0.9514,0.86116,0.11565,-0.68955,0.9522,0.87296,0.06652,-0.61201,0.9467,1.1112,-0.01313,-0.37416,0.9831,1.26211,-0.11078,-0.64036,0.928,1.02304,0.21174,-0.48233,0.968,1.01316,0.15801,-0.34658,0.8995,1.32765,0.18758,-0.24945,0.9351,1.38676,0.08055,-0.42008,0.9368,1.15618,0.31642,-0.28437,0.9696,1.11593,0.28375,-0.19627,0.9301
12,0.66966,0.58531,-0.10035,0.9566,0.50015,0.51281,-0.37505,0.9623,0.45395,0.35365,-0.62224,0.9263,0.52577,0.30209,-0.77596,0.9501,0.62647,0.3277,-0.82838,0.9557,0.76632,-0.15714,-0.62745,0.9583,0.94488,-0.45099,-0.78882,0.9769,1.06217,-0.5753,-0.91402,0.9394,1.18656,-0.73747,-1.00831,0.9536,1.09673,-0.16049,-0.52047,0.9683,1.26756,-0.29877,-0.76559,0.9554,1.07369,0.0967,-0.67215,0.9453,1.10388,0.0284,-0.6427,0.929,1.33674,-0.05151,-0.38531,0.9247,1.51195,-0.11902,-0.61509,0.9308,1.25098,0.19369,-0.50719,0.9508,1.23788,0.12086,-0.37285,0.9274,1.51446,0.15581,-0.25242,0.9467,1.56303,0.06953,-0.41269,0.9354,1.37754,0.27892,-0.30912,0.9358,1.33146,0.26058,-0.2076,0.9631
13,0.38728,0.44797,-0.05238,0.99,0.24921,0.35296,-0.314,0.971,0.22182,0.21452,-0.54418,0.9401,0.28163,0.20329,-0.67646,0.99,0.39315,0.23025,-0.75392,0.99,0.57141,-0.21963,-0.56585,0.9442,0.73499,-0.45125,-0.73081,0.9529,0.8573,-0.56035,-0.85661,0.99,0.95517,-0.68004,-0.95102,0.9444,0.84388,-0.19526,-0.45422,0.9307,1.0109,-0.27714,-0.73812,0.9524,0.80973,0.03728,-0.63606,0.9528,0.83341,-0.00164,-0.58631,0.9716,1.04131,-0.07284,-0.34683,0.9735,1.19251,-0.11178,-0.57883,0.958,0.96184,0.14713,-0.44345,0.9554,0.93073,0.08083,-0.34764,0.9329,1.21424,0.1365,-0.23015,0.9158,1.2603,0.05642,-0.38008,0.9667,1.04362,0.22676,-0.29956,0.9238,1.03937,4.44797,-0.18939,0.9108
14,0.56545,0.6387,0.08078,0.99,0.42237,0.55979,-0.19046,0.9785,0.38741,0.44126,-0.37408,0.9462,0.39464,0.42547,-0.49031,0.9888,0.48919,0.44811,-0.56804,0.935,0.70001,0.05453,-0.44042,0.8891,0.8478,-0.15655,-0.60245,0.9603,0.9658,-0.2643,-0.70981,0.9394,1.03577,-0.37635,-0.84291,0.9422,0.98217,0.07392,-0.37608,0.9768,1.09612,-0.00219,-0.62561,0.9863,0.90915,0.2911,-0.49285,0.9605,0.93591,0.25289,-0.45598,0.9655,1.16174,0.20282,-0.25955,0.9426,1.28247,0.13069,-0.50822,0.9162,1.04983,0.37068,-0.34504,0.9354,1.05875,0.30457,-0.24296,0.9632,1.31614,0.34251,-0.16436,0.9207,1.37151,0.28166,-0.30496,0.9539,1.17699,0.44924,-0.20526,0.9163,1.16753,0.44933,-0.10877,0.946
15,0.59016,0.68863,-0.02448,0.9761,0.46928,0.6074,-0.26002,0.9478,0.44259,0.47464,-0.49041,0.9685,0.50723,0.43787,-0.62279,0.9506,0.58864,0.46644,-0.71131,0.99,0.77655,0.04426,-0.50974,0.9308,0.91711,-0.15744,-0.65947,0.9368,1.02288,-0.31588,-0.75063,0.9096,1.13747,-0.44051,-0.84674,0.9566,1.04606,0.0782,-0.40398,0.929,1.21502,-0.05374,-0.63901,0.942,0.98982,0.27932,-0.55916,0.9714,1.00539,0.2287,-0.4794,0.9053,1.22794,0.17028,-0.28807,0.9645,1.39126,0.10309,-0.48806,0.9487,1.12513,0.36695,-0.36146,0.9852,1.10768,0.29598,-0.23407,0.9756,1.38931,0.36,-0.14576,0.947,1.45793,0.27372,-0.30546,0.8784,1.25251,0.44828,-0.22829,0.9828,1.20198,0.46078,-0.11686,0.975
16,0.44931,0.62279,-0.03885,0.9305,0.34742,0.54627,-0.36334,0.9503,0.33672,0.45829,-0.58194,0.938,0.42449,0.44188,-0.73314,0.9349,0.50267,0.47984,-0.79624,0.9485,0.69404,-0.01273,-0.64104,0.99,0.87911,-0.22105,-0.80539,0.99,1.02396,-0.34148,-0.94123,0.9711,1.13674,-0.43866,-1.02332,0.9254,0.9743,0.02344,-0.50085,0.99,1.1812,-0.07344,-0.74848,0.961,0.93068,0.26844,-0.63076,0.9489,0.9557,0.21876,-0.57299,0.9659,1.17787,0.13514,-0.3402,0.9538,1.35583,0.08777,-0.57749,0.9003,1.07577,0.36781,-0.43497,0.8925,1.06395,0.28096,-0.31185,0.9737,1.34008,0.30171,-0.18591,0.9766,1.39257,0.25095,-0.32696,0.916,1.17683,0.42385,-0.25449,0.9137,1.14277,0.40597,-0.14347,0.9721
17,0.46946,0.43145,0.07822,0.9241,0.30654,0.31736,-0.27772,0.9708,0.26076,0.14171,-0.56395,0.929,0.29556,0.10516,-0.69356,0.9783,0.42277,0.16372,-0.79317,0.9304,0.66463,-0.37997,-0.57021,0.9411,0.84248,-0.70453,-0.78039,0.9402,0.98828,-0.8799,-0.93167,0.9534,1.1317,-1.00848,-1.0472,0.9207,1.01277,-0.37986,-0.47923,0.9395,1.21642,-0.525,-0.77717,0.966,0.98439,-0.08624,-0.63866,0.9355,0.98755,-0.16656,-0.59116,0.9418,1.28462,-0.21086,-0.35429,0.9677,1.44187,-0.27572,-0.64685,0.9613,1.1489,0.02987,-0.45794,0.9359,1.15881,-0.05484,-0.31562,0.9444,1.48621,-0.03553,-0.18321,0.9781,1.57404,-0.09424,-0.37498,0.952,1.31191,0.13274,-0.27988,0.9459,1.2711,0.14339,-0.11846,0.99
18,0.58773,0.51981,0.07777,0.9279,0.48002,0.46143,-0.16837,0.9866,0.45306,0.35501,-0.43096,0.9453,0.50601,0.32547,-0.53813,0.8858,0.57064,0.35932,-0.6038,0.8949,0.80998,-0.06061,-0.46144,0.9446,0.94798,-0.29135,-0.64522,0.9296,1.10232,-0.39999,-0.74877,0.952,1.19189,-0.50842,-0.85131,0.9282,1.07447,-0.03311,-0.38884,0.9555,1.23923,-0.1176,-0.60625,0.9588,1.02839,0.18934,-0.49852,0.9621,1.03166,0.15819,-0.44924,0.9422,1.27786,0.07572,-0.23349,0.9647,1.44232,0.0574,-0.48042,0.9784,1.14869,0.28028,-0.34006,0.99,1.15166,0.20228,-0.20613,0.9619,1.4204,0.2681,-0.11605,0.9452,1.49931,0.19751,-0.27059,0.9126,1.27716,0.36344,-0.14625,0.9384,1.23481,0.34468,-0.05163,0.953
19,0.35717,0.65001,0.04034,0.8896,0.16751,0.56336,-0.24409,0.9151,0.11064,0.42795,-0.5153,0.8932,0.178,0.37428,-0.62611,0.9543,0.2875,0.43375,-0.74608,0.9383,0.52025,-0.05948,-0.59844,0.9759,0.66852,-0.31601,-0.7711,0.9214,0.82489,-0.46914,-0.93646,0.99,0.89831,-0.56896,-1.05061,0.9498,0.84997,-0.04027,-0.48284,0.961,0.97191,-0.15349,-0.79028,0.9186,0.78451,0.23176,-0.64465,0.9539,0.79726,0.18013,-0.58455,0.9371,1.07862,0.10458,-0.34012,0.9501,1.2245,0.04256,-0.65744,0.99,0.95793,0.31416,-0.4607,0.9381,0.94289,0.22702,-0.37337,0.9517,1.23925,0.30567,-0.26147,0.9425,1.32557,0.20119,-0.4224,0.8845,1.08736,0.40225,-0.3222,0.9372,1.06723,0.40384,-0.15298,0.937
20,0.54829,0.6174,-0.04581,0.9408,0.3879,0.50813,-0.38072,0.9289,0.32469,0.31363,-0.68919,0.975,0.38658,0.29364,-0.83742,0.9281,0.4502,0.372,-0.97155,0.9787,0.78834,-0.18581,-0.79783,0.9414,1.04007,-0.48477,-1.02985,0.926,1.1936,-0.59278,-1.20981,0.961,1.31478,-0.73838,-1.3454,0.9534,1.19147,-0.11148,-0.67166,0.9739,1.35813,-0.22731,-1.024,0.9692,1.05593,0.19221,-0.85691,0.8877,1.09301,0.12527,-0.77484,0.9738,1.4512,0.04879,-0.51834,0.9106,1.64809,0.00172,-0.87172,0.9284,1.27651,0.3132,-0.62614,0.9557,1.28668,0.24395,-0.51273,0.9426,1.66343,0.29031,-0.35455,0.9315,1.72906,0.22963,-0.56167,0.99,1.42007,0.44269,-0.4357,0.9136,1.4093,0.41069,-0.30899,0.9405
21,0.37814,0.58517,0.01129,0.9589,0.21036,0.47198,-0.36926,0.9661,0.15522,0.29141,-0.6948,0.9506,0.20557,0.27748,-0.89271,0.9071,0.31298,0.33145,-1.00438,0.9533,0.62866,-0.32435,-0.74176,0.9309,0.82385,-0.63554,-1.01005,0.9601,0.99441,-0.79897,-1.1745,0.979,1.13843,-0.95662,-1.30134,0.99,0.97055,-0.29759,-0.63134,0.9656,1.2293,-0.41739,-0.97143,0.9565,0.92673,0.01096,-0.81307,0.9607,0.97395,-0.0234,-0.74071,0.9281,1.3181,-0.14231,-0.44944,0.9605,1.53554,-0.19414,-0.7855,0.9065,1.19767,0.18757,-0.60094,0.9448,1.1332,0.07286,-0.43058,0.8948,1.53339,0.11611,-0.27969,0.9202,1.61436,0.03904,-0.49195,0.99,1.31283,0.27134,-0.36244,0.8928,1.27623,0.29252,-0.21226,0.9409
22,0.48824,0.39813,-0.08953,0.99,0.31752,0.32708,-0.35185,0.9833,0.23499,0.20619,-0.58208,0.9184,0.26948,0.16234,-0.68344,0.99,0.3493,0.20908,-0.77092,0.9656,0.57827,-0.22271,-0.66496,0.99,0.70057,-0.46969,-0.83423,0.9497,0.78083,-0.56981,-0.96903,0.8859,0.88926,-0.70205,-1.08934,0.9449,0.86741,-0.21023,-0.58643,0.9745,0.96993,-0.31423,-0.85151,0.9086,0.78094,0.03664,-0.72163,0.9387,0.81545,-0.02994,-0.64913,0.9103,1.08714,-0.09483,-0.48628,0.9185,1.19623,-0.18342,-0.76629,0.9315,0.98331,0.08592,-0.57276,0.959,0.97147,0.0399,-0.45524,0.9246,1.24158,0.06866,-0.40218,0.9525,1.29634,-0.00624,-0.5517,0.9346,1.09461,0.21391,-0.41816,0.9246,1.09165,0.15383,-0.32049,0.9606
23,0.45524,0.56231,-0.04862,0.9693,0.25703,0.45196,-0.4358,0.99,0.15328,0.3294,-0.78898,0.9435,0.24389,0.30426,-0.95318,0.9541,0.30883,0.36976,-1.05949,0.9688,0.69746,-0.2462,-0.94005,0.9557,0.89896,-0.56779,-1.24356,0.958,1.04107,-0.68118,-1.45867,0.9646,1.20789,-0.82145,-1.63182,0.9215,1.08354,-0.1901,-0.87862,0.9256,1.27211,-0.31708,-1.23737,0.936,0.98472,0.14177,-1.00458,0.9774,1.00731,0.08449,-0.96248,0.9587,1.40751,-0.04813,-0.70235,0.9655,1.59248,-0.05614,-1.08598,0.9212,1.21879,0.25475,-0.80327,0.9022,1.22333,0.15787,-0.62553,0.9748,1.62952,0.22821,-0.54299,0.39,1.68392,0.14788,-0.77136,0.874,1.40161,0.34389,-0.58281,0.9546,1.36889,0.36291,-0.4298,0.923
24,0.47426,0.55414,-0.09638,0.9264,0.37658,0.42278,-0.44991,0.9805,0.33087,0.28139,-0.73416,0.9718,0.41013,0.22654,-0.89975,0.937,0.49787,0.27022,-0.97042,0.99,0.79498,-0.27088,-0.78992,0.9754,1.0132,-0.53652,-0.97138,0.9155,1.18689,-0.67037,-1.10404,0.9192,1.31711,-0.80344,-1.22195,0.9257,1.13219,-0.23782,-0.62482,0.9319,1.34602,-0.30574,-0.94052,0.99,1.0678,0.10086,-0.80207,0.888,1.06392,0.01546,-0.7282,0.9246,1.36782,-0.06018,-0.47666,0.99,1.59408,-0.10303,-0.74524,0.9898,1.24651,0.21373,-0.5636,0.99,1.2104,0.12455,-0.46768,0.99,1.58401,0.17365,-0.28259,0.9325,1.63678,0.10033,-0.4666,0.9842,1.3462,0.34006,-0.3716,0.9417,1.30357,0.30121,-0.24125,0.9378
25,0.59894,0.49753,0.03629,0.9256,0.48058,0.42114,-0.23392,0.9221,0.37906,0.25042,-0.43946,0.8668,0.43872,0.22265,-0.60516,0.9034,0.50923,0.2627,-0.67046,0.9542,0.75414,-0.15539,-0.53918,0.9575,0.90756,-0.4124,-0.69655,0.953,1.02908,-0.53979,-0.84316,0.9535,1.1364,-0.62195,-0.95679,0.9878,1.05614,-0.14589,-0.44457,0.99,1.19731,-0.26053,-0.7117,0.9162,0.96269,0.08944,-0.60322,0.9301,1.00409,0.05225,-0.55672,0.9621,1.2802,-0.01212,-0.34502,0.965,1.4331,-0.05505,-0.58392,0.9766,1.17735,0.18528,-0.4327,0.9286,1.13997,0.12008,-0.34071,0.9554,1.45527,0.18713,-0.23491,0.9328,1.48135,0.11329,-0.38206,0.9318,1.28159,0.27966,-0.26704,0.9184,1.25244,0.27312,-0.19458,0.9104
26,0.44065,0.62743,-0.02772,0.9628,0.26771,0.53036,-0.38359,0.9531,0.2425,0.3694,-0.72835,0.9149,0.31528,0.31257,-0.87979,0.9424,0.46202,0.35193,-0.94768,0.99,0.70796,-0.25511,-0.71744,0.9384,0.90248,-0.58058,-0.97683,0.9404,1.03685,-0.76657,-1.11475,0.9786,1.23167,-0.92084,-1.24835,0.9713,1.06106,-0.24123,-0.58529,0.879,1.27512,-0.40168,-0.93476,0.9515,1.03251,0.06824,-0.82575,0.9419,1.02508,0.0073,-0.71147,0.884,1.33526,-0.06495,-0.38297,0.9291,1.6057,-0.18086,-0.75512,0.9419,1.22151,0.20949,-0.55704,0.9206,1.19598,0.09831,-0.39967,0.8974,1.56253,0.15312,-0.24322,0.9444,1.63217,0.0662,-0.42015,0.9822,1.37616,0.31509,-0.32167,0.9504,1.32385,0.27357,-0.19294,0.9616
27,0.3682,0.67814,-0.0161,0.9083,0.21474,0.54224,-0.29961,0.99,0.15414,0.37997,-0.52167,0.9702,0.20643,0.3342,-0.66111,0.99,0.27518,0.35544,-0.75351,0.9381,0.48884,-0.10496,-0.56598,0.9552,0.66011,-0.38842,-0.71699,0.9297,0.75986,-0.55355,-0.83962,0.9667,0.84967,-0.72073,-0.95841,0.9336,0.81386,-0.1107,-0.47584,0.8986,0.94133,-0.23663,-0.74903,0.99,0.7584,0.13829,-0.62669,0.9435,0.78103,0.10809,-0.57768,0.9523,1.05221,0.03061,-0.35448,0.9647,1.21019,-0.07077,-0.63575,0.9408,0.93258,0.26703,-0.48985,0.9485,0.93746,0.20452,-0.3577,0.9167,1.24132,0.24979,-0.27336,0.9723,1.30202,0.12221,-0.42069,0.9402,1.0533,0.34054,-0.31991,0.9529,1.04577,0.35721,-0.22408,0.9162
