frame_id,lm_0_x,lm_0_y,lm_0_z,lm_0_vis,lm_1_x,lm_1_y,lm_1_z,lm_1_vis,lm_2_x,lm_2_y,lm_2_z,lm_2_vis,lm_3_x,lm_3_y,lm_3_z,lm_3_vis,lm_4_x,lm_4_y,lm_4_z,lm_4_vis,lm_5_x,lm_5_y,lm_5_z,lm_5_vis,lm_6_x,lm_6_y,lm_6_z,lm_6_vis,lm_7_x,lm_7_y,lm_7_z,lm_7_vis,lm_8_x,lm_8_y,lm_8_z,lm_8_vis,lm_9_x,lm_9_y,lm_9_z,lm_9_vis,lm_10_x,lm_10_y,lm_10_z,lm_10_vis,lm_11_x,lm_11_y,lm_11_z,lm_11_vis,lm_12_x,lm_12_y,lm_12_z,lm_12_vis,lm_13_x,lm_13_y,lm_13_z,lm_13_vis,lm_14_x,lm_14_y,lm_14_z,lm_14_vis,lm_15_x,lm_15_y,lm_15_z,lm_15_vis,lm_16_x,lm_16_y,lm_16_z,lm_16_vis,lm_17_x,lm_17_y,lm_17_z,lm_17_vis,lm_18_x,lm_18_y,lm_18_z,lm_18_vis,lm_19_x,lm_19_y,lm_19_z,lm_19_vis,lm_20_x,lm_20_y,lm_20_z,lm_20_vis
11,0.38355,0.43663,-0.08597,0.9223,0.26353,0.3261,-0.34002,0.9645,0.30015,0.11212,-0.53441,0.9693,0.5359,-0.02086,-0.58556,0.8732,0.73453,-0.0262,-0.51989,0.9616,0.56747,-0.19428,-0.6276,0.9238,0.70253,-0.43862,-0.81807,0.9442,0.79681,-0.53788,-0.95916,0.9506,0.92534,-0.64572,-1.03226,0.99,0.83546,-0.18506,-0.5159,0.9104,0.97204,-0.43115,-0.71565,0.9331,1.10356,-0.58203,-0.86482,0.9289,1.21151,-0.7245,-0.99771,0.983,1.04916,-0.03687,-0.44538,0.99,1.19645,-0.27921,-0.59438,0.949,1.32804,-0.39931,-0.70042,0.9099,1.41435,-0.5279,-0.82221,0.99,1.20666,0.13694,-0.30524,0.9408,1.34879,-0.04182,-0.43898,0.9321,1.4252,-0.12905,-0.51589,0.99,1.47531,-0.27685,-0.61607,0.9707
12,0.32181,0.67609,0.01852,0.9215,0.17617,0.58044,-0.39879,0.9092,0.21063,0.19368,-0.71632,0.9813,0.59554,-0.04572,-0.72864,0.9066,0.88262,-0.06172,-0.64133,0.9081,0.56398,-0.27234,-0.8368,0.9665,0.77851,-0.68612,-1.06199,0.9204,0.95658,-0.84866,-1.22955,0.95,1.09003,-1.02081,-1.39728,0.9417,0.97351,-0.33123,-0.66071,0.9234,1.20441,-0.71902,-0.93715,0.9639,1.35821,-0.96934,-1.09826,0.9694,1.4813,-1.19856,-1.25783,0.9296,1.28328,-0.12924,-0.4699,0.9827,1.52379,-0.53561,-0.70894,0.99,1.6823,-0.75175,-0.83303,0.9674,1.80974,-0.96616,-0.99876,0.9763,1.56887,0.08535,-0.26954,0.8901,1.74188,-0.17439,-0.44672,0.9522,1.8793,-0.3893,-0.5722,0.99,1.95247,-0.56734,-0.67421,0.99
13,0.41137,0.50484,0.00539,0.8862,0.2868,0.41994,-0.27039,0.9431,0.35363,0.17698,-0.48574,0.8992,0.60603,0.03126,-0.52726,0.8741,0.80219,0.00231,-0.43713,0.938,0.60047,-0.1646,-0.58704,0.9471,0.76053,-0.41059,-0.75552,0.929,0.88795,-0.50979,-0.86033,0.9609,0.87638,-0.64631,2.50539,0.8956,0.87638,-0.1533,-0.46792,0.9429,1.05659,-0.42384,-0.62956,0.9567,1.16982,-0.5629,-0.77735,0.9811,1.29838,-0.72418,-0.88174,0.9359,1.10047,-0.01818,-0.33831,0.99,1.27343,-0.2789,-0.4789,0.9586,1.41331,-0.37872,-0.57377,0.9894,1.50101,-0.53323,-0.72485,0.9555,1.26244,0.16772,-0.21106,0.9678,1.42329,-0.01311,-0.29387,0.9343,1.50666,-0.11823,-0.40548,0.9546,1.57252,-0.25597,-0.49253,0.9481
14,0.47329,0.61921,0.05809,0.8876,0.35037,0.53198,-0.21217,0.9737,0.42001,0.3185,-0.39077,0.927,0.63908,0.17293,-0.39701,0.9503,0.82525,0.13596,-0.34942,0.9244,0.61154,0.02496,-0.48066,0.9529,0.77403,-0.21347,-0.63821,0.9108,0.86311,-0.30706,-0.7571,0.9121,0.9709,-0.43172,-0.85987,0.9336,0.87354,0.00527,-0.37965,0.9179,1.02332,-0.24689,-0.53476,0.9484,1.12679,-0.38965,-0.65863,0.9529,1.1989,-0.51619,-0.77802,0.9682,1.07972,0.08873,-0.23258,0.99,1.22078,-0.1295,-0.36986,0.9577,1.31484,-0.25354,-0.50115,0.9747,1.39916,-0.37339,-0.57427,0.9565,1.23778,0.25042,-0.11315,0.99,1.36878,0.08844,-0.20583,0.8915,1.39792,-0.02291,-0.29058,0.9298,1.48223,-0.16054,-0.36729,0.9709
15,0.474,0.43147,-0.05775,0.9182,0.28274,0.29883,-0.43941,0.914,0.41625,-0.05772,-0.71847,0.9566,0.74789,-0.24787,-0.75455,0.9523,1.04564,-0.2171,-0.68397,0.9801,0.7607,-0.47845,-0.86527,0.9317,0.98343,-0.81817,-1.10214,0.9844,1.14979,-0.96072,-1.30283,0.9769,1.3303,-1.12858,-1.43791,0.99,1.14437,-0.42832,-0.7175,0.9485,1.38652,-0.80356,-0.99248,0.8679,1.60822,-1.04301,-1.17751,0.9065,1.71983,-1.2252,-1.36528,0.9079,1.46074,-0.22923,-0.54982,0.9561,1.71295,-0.5913,-0.77532,0.914,1.88688,-0.74566,-0.93203,0.9351,2.03445,-0.95218,-1.10166,0.99,1.71751,0.01327,-0.3485,0.9309,1.87861,-0.23232,-0.55431,0.9257,2.0228,-0.41987,-0.65143,0.9616,2.1328,-0.5647,-0.78219,0.9749
16,0.5225,0.56655,0.08033,0.99,0.39212,0.48533,-0.16734,0.9524,0.44258,0.25591,-0.37283,0.9278,0.68011,0.11432,-0.4064,0.9622,0.87357,0.10161,-0.34898,0.9339,0.68903,-0.04819,-0.45529,0.9398,0.82338,-0.28877,-0.63558,0.9663,0.93749,-0.39934,-0.75608,0.9358,1.03864,-0.50808,-0.87831,0.9311,0.96619,-0.03375,-0.38877,0.9314,1.09284,-0.31493,-0.56948,0.9389,1.22328,-0.46484,-0.70452,0.9652,1.3254,-0.60926,-0.81955,0.9477,1.17971,0.0589,-0.27346,0.9672,1.32272,-0.17135,-0.41262,0.9627,1.43599,-0.31361,-0.54594,0.9856,1.51271,-0.42739,-0.62236,0.99,1.32255,0.23361,-0.13951,0.99,1.46833,0.0686,-0.26257,0.9124,1.535,-0.03892,-0.35181,0.9473,1.62883,-0.1816,-0.43753,0.9784
17,0.63401,0.55356,0.09497,0.958,0.5021,0.46347,-0.19522,0.9437,0.58631,0.20738,-0.40533,0.9775,0.83051,0.06438,-0.41581,0.9705,1.01575,0.03601,-0.38033,0.9288,0.83488,-0.12476,-0.49768,0.8928,0.94226,-0.37471,-0.69214,0.9597,1.08837,-0.5045,-0.82563,0.9319,1.19166,-0.63798,-0.91657,0.9243,1.10932,-0.10407,-0.39626,0.9669,1.25718,-0.40957,-0.55942,0.9684,1.37249,-0.57922,-0.71843,0.9327,1.49439,-0.73771,-0.86418,0.9343,1.33656,1e-05,-0.27784,0.9594,1.51118,-0.26076,-0.42546,0.9856,1.61255,-0.40087,-0.54622,0.9805,1.71239,-0.56081,-0.64571,0.9572,1.52144,0.1762,-0.11058,0.971,1.64742,-0.02009,-0.24945,0.9775,1.73851,-0.15578,-0.35553,0.9431,1.82395,-0.257,-0.4165,0.9406
18,0.48168,0.53861,0.04136,0.974,0.297,0.40899,-0.35443,0.943,0.35182,0.02388,-0.65818,0.9677,0.6434,-0.22908,-0.68016,0.9305,0.94001,-0.28895,-0.54983,0.9762,0.68153,-0.47347,-0.75913,0.9244,0.82103,-0.8355,-1.00059,0.9406,0.98502,-1.06196,-1.19787,0.9195,1.10459,-1.28125,-1.33258,0.9812,1.06271,-0.53195,-0.60185,0.9758,1.21748,-0.93826,-0.84431,0.9233,1.38253,-1.20379,-1.05728,0.99,1.52739,-1.4094,-1.20763,0.9433,1.37576,-0.37259,-0.42864,0.8948,1.5531,-0.79553,-0.61675,0.9655,1.71548,-1.03215,-0.7765,0.8941,1.8306,-1.21811,-0.93543,0.9498,1.64661,-0.14695,-0.20799,0.9393,1.80608,-0.41612,-0.41005,0.9081,1.91632,-0.6013,-0.49713,0.99,2.03003,-0.80236,-0.62667,0.9725
19,0.39041,0.55634,0.03424,0.9382,0.28736,0.49409,-0.22365,0.978,0.33865,0.28841,-0.39149,0.9312,0.56502,0.18149,-0.45341,0.9652,0.71391,0.19245,-0.3953,0.9522,0.56476,0.05727,-0.50003,0.9897,0.69253,-0.13753,-0.65541,0.9008,0.80491,-0.22283,-0.78261,0.9389,0.88997,-0.31787,-0.88314,0.962,0.79872,0.07744,-0.43053,0.9673,0.94748,-0.14738,-0.60334,0.9164,1.06234,-0.2604,-0.72461,0.9397,1.14409,-0.36798,-0.83833,0.9707,0.99152,0.18342,-0.31177,0.9164,1.1456,-0.01516,-0.45883,0.99,1.21807,-0.12472,-0.58147,0.9357,1.30455,-0.22336,-0.69115,0.9857,1.10673,0.3387,-0.21403,0.9394,1.24177,0.20216,-0.33115,0.9356,1.30711,0.08306,-0.40916,0.9797,1.38282,-0.00146,-0.47525,0.9467
20,0.56905,0.53007,-0.01392,0.8842,0.42932,0.38192,-0.34752,0.99,0.46825,0.09045,-0.55333,0.99,0.74775,-0.11108,-0.50711,0.99,0.97423,-0.12042,-0.44909,0.99,0.74517,-0.30725,-0.57137,0.9471,0.89642,-0.62477,-0.72754,0.9337,1.04132,-0.84075,-0.82966,0.99,1.13838,-0.98123,-0.94441,0.9061,1.06116,-0.32029,-0.42805,0.9463,1.22838,-0.67766,-0.58969,0.9269,1.34807,-0.89913,-0.69029,0.9032,1.4757,-1.09609,-0.79626,0.9525,1.3215,-0.18324,-0.29417,0.9026,1.47399,-0.48996,-0.41079,0.9823,1.61742,-0.71129,-0.51169,0.9054,1.73012,-0.88103,-0.62008,0.9359,1.52167,0.02912,-0.14564,0.9576,1.66092,-0.22147,-0.25935,0.9588,1.7484,-0.38222,-0.30344,0.9704,1.81181,-0.52922,-0.39849,0.9369
21,0.48099,0.62013,-0.08579,0.9423,0.36505,0.5222,-0.37408,0.942,0.46395,0.24986,-0.56552,0.9519,0.7104,0.12367,-0.5769,0.9588,0.90785,0.09932,-0.50088,0.9592,0.69226,-0.07314,-0.65582,0.9516,0.88848,-0.31586,-0.80005,0.9543,1.00358,-0.43589,-0.92755,0.9187,1.11945,-0.53371,-1.01069,0.9325,0.99079,-0.04538,-0.50513,0.916,1.16299,-0.31245,-0.67228,0.9262,1.30177,-0.48476,-0.80778,0.9608,1.39071,-0.63746,-0.9324,0.9739,1.20205,0.0962,-0.40037,0.9124,1.35899,-0.14852,-0.5231,0.9172,1.48706,-0.3012,-0.63563,0.9626,1.60761,-0.42378,-0.75529,0.9459,1.34276,0.28899,-0.25055,0.9571,1.50166,0.09193,-0.36394,0.9524,1.59429,-0.02951,-0.44003,0.9444,1.65843,-0.13876,-0.52652,0.9514
22,0.48994,0.5904,0.01108,0.9124,0.38847,0.48949,-0.22439,0.9862,0.48133,0.31476,-0.39467,0.9755,0.68597,0.19684,-0.37715,0.9288,0.84611,0.2054,-0.35892,0.9248,0.70551,0.0535,-0.44901,0.9445,0.84324,-0.12495,-0.56612,0.9082,0.9624,-0.23228,-0.67586,0.9049,1.04837,-0.31682,-0.75686,0.9255,0.92167,0.08222,-0.33824,0.9306,1.08602,-0.1302,-0.48195,0.9715,1.21488,-0.24129,-0.59603,0.9493,1.30996,-0.36951,-0.70188,0.981,1.0984,0.19928,-0.25709,0.9722,1.25737,0.00241,-0.37089,0.9316,1.34005,-0.09876,-0.45672,0.99,1.45596,-0.20704,-0.54587,0.9347,1.23628,0.39042,-0.15706,0.9578,1.35643,0.22066,-0.24672,0.952,1.42035,0.1279,-0.30452,0.9561,1.49158,0.0483,-0.36548,0.9472
23,0.45719,0.41406,0.0731,0.9563,0.28503,0.31845,-0.31588,0.9323,0.38253,-0.02756,-0.61013,0.9193,0.71436,-0.25654,-0.61312,0.9699,0.99533,-0.27936,-0.49656,0.9833,0.71263,-0.51946,-0.70502,0.9391,0.92624,-0.84799,-0.92081,0.9688,1.03009,-1.04123,-1.05459,0.9779,1.23458,-1.24349,-1.23523,0.9545,1.07691,-0.52498,-0.54376,0.9226,1.29678,-0.9279,-0.75675,0.9443,1.4739,-1.1744,-0.93047,0.9083,1.60296,-1.40815,-1.09391,0.9675,1.38596,-0.37535,-0.31891,0.508,1.5956,-0.76132,-0.53411,0.933,1.7496,-0.95958,-0.64208,0.9362,1.89222,-1.15463,-0.79485,0.9798,1.65922,-0.16702,-0.15835,0.9203,1.83433,-0.42146,-0.3019,0.9607,1.93344,-0.62129,-0.40398,0.9727,2.05448,-0.77799,-0.49561,0.9414
24,0.44764,0.40551,-0.05997,0.99,0.2635,0.30857,-0.4447,0.9444,0.32512,-0.07151,-0.68839,0.9279,0.68175,-0.30068,-0.70345,0.9095,0.96559,-0.3352,-0.57523,0.9141,0.68517,-0.55801,-0.78561,0.9671,0.88088,-0.93351,-0.96381,0.8979,1.06872,-1.11835,-1.14011,0.9171,1.18259,-1.3029,-1.25094,0.9473,1.05421,-0.55363,-0.60176,0.9645,1.26605,-0.99555,-0.80317,0.916,1.42267,-1.25531,-0.99319,0.9431,1.58208,-1.45211,-1.12102,0.9645,1.36525,-0.39718,-0.42955,0.9402,1.5711,-0.77534,-0.60841,0.99,1.75504,-1.00642,-0.73307,0.9075,1.85719,-1.21682,-0.85532,0.9541,1.62315,-0.14566,-0.25347,0.9527,1.84979,-0.43096,-0.36226,0.9427,1.9429,-0.63226,-0.50339,0.9602,2.00996,-0.79833,-0.57085,0.9065
25,0.55657,0.56833,-0.01478,0.9747,0.37731,0.46567,-0.3357,0.9309,0.42501,0.12399,-0.53636,0.926,0.72878,-0.06859,-0.61688,0.9606,0.98001,-0.10309,-0.50497,0.99,0.70094,-0.29576,-0.6509,0.949,0.86988,-0.63392,-0.87124,0.9663,0.98762,-0.82656,-1.01088,0.9769,1.10173,-0.98006,-1.15551,0.9873,1.05094,-0.31225,-0.52773,0.9291,1.22674,-0.67617,-0.73766,0.9234,1.34933,-0.89098,-0.90654,0.974,1.45617,-1.12664,-1.03232,0.9282,1.36637,-0.18139,-0.40735,0.9701,1.54244,-0.5124,-0.56954,0.969,1.64045,-0.7156,-0.72981,0.99,1.76463,-0.90099,-0.81331,0.9888,1.58765,0.0462,-0.27344,0.9789,1.70608,-0.19384,-0.39179,0.9014,1.81127,-0.37943,-0.48415,0.9625,1.86792,-0.54547,-0.5793,0.9827
26,0.48524,0.62785,0.00473,0.9712,0.32927,0.5074,-0.39802,0.9407,0.44284,0.15871,-0.63087,0.9158,0.75171,-0.02553,-0.67997,0.927,0.96983,-0.00746,-0.5803,0.9445,0.76986,-0.27116,-0.75803,0.9634,0.98216,-0.6115,-0.97906,0.99,1.14789,-0.77517,-1.15641,0.9693,1.29201,-0.92825,-1.27539,0.9677,1.16535,-0.25436,-0.60503,0.9174,1.35472,-0.61892,-0.85219,0.9585,1.54687,-0.81963,-1.05531,0.9466,1.70899,-1.02585,-1.19669,0.9395,1.43453,-0.08711,-0.47979,0.89,1.70142,-0.39256,-0.68659,0.9549,1.81842,-0.61524,-0.78748,0.9087,1.97883,-0.75438,-0.96056,0.9004,1.66682,0.17936,-0.27419,0.9386,1.86451,-0.06308,-0.4813,0.9682,1.97566,-0.22304,-0.62237,0.9461,2.06982,-0.40801,-0.66038,0.99
27,0.44188,0.49224,0.05827,0.99,0.34107,0.42429,-0.23929,0.9294,0.41742,0.1842,-0.44864,0.9326,0.66281,0.04397,-0.43603,0.9815,0.84482,0.03051,-0.36975,0.9201,0.69358,-0.13225,-0.50354,0.9001,0.84936,-0.36012,-0.69169,0.9531,0.95738,-0.50982,-0.79033,0.9389,1.06635,-0.58571,-0.91474,0.8909,0.95565,-0.12186,-0.38848,0.9486,1.08076,-0.40911,-0.55682,0.9452,1.22955,-0.56278,-0.69159,0.971,1.33796,-0.67272,-0.79987,0.9558,1.1524,-0.01057,-0.24757,0.9406,1.31585,-0.25239,-0.38359,0.9422,1.43647,-0.38903,-0.49118,0.979,1.54626,-0.52874,-0.60685,0.9505,1.29577,0.18484,-0.12989,0.9661,1.45537,-0.01911,-0.22702,0.9001,1.51851,-0.13897,-0.2985,0.9461,1.60875,-0.23242,-0.38345,0.9559
