frame_id,lm_0_x,lm_0_y,lm_0_z,lm_0_vis,lm_1_x,lm_1_y,lm_1_z,lm_1_vis,lm_2_x,lm_2_y,lm_2_z,lm_2_vis,lm_3_x,lm_3_y,lm_3_z,lm_3_vis,lm_4_x,lm_4_y,lm_4_z,lm_4_vis,lm_5_x,lm_5_y,lm_5_z,lm_5_vis,lm_6_x,lm_6_y,lm_6_z,lm_6_vis,lm_7_x,lm_7_y,lm_7_z,lm_7_vis,lm_8_x,lm_8_y,lm_8_z,lm_8_vis,lm_9_x,lm_9_y,lm_9_z,lm_9_vis,lm_10_x,lm_10_y,lm_10_z,lm_10_vis,lm_11_x,lm_11_y,lm_11_z,lm_11_vis,lm_12_x,lm_12_y,lm_12_z,lm_12_vis,lm_13_x,lm_13_y,lm_13_z,lm_13_vis,lm_14_x,lm_14_y,lm_14_z,lm_14_vis,lm_15_x,lm_15_y,lm_15_z,lm_15_vis,lm_16_x,lm_16_y,lm_16_z,lm_16_vis,lm_17_x,lm_17_y,lm_17_z,lm_17_vis,lm_18_x,lm_18_y,lm_18_z,lm_18_vis,lm_19_x,lm_19_y,lm_19_z,lm_19_vis,lm_20_x,lm_20_y,lm_20_z,lm_20_vis
10,0.65409,0.63561,-0.07903,0.9643,0.48311,0.50316,-0.45899,0.957,0.5312,0.07561,-0.74252,0.94,0.77347,-0.24923,-0.81545,0.9665,1.13511,-0.463,-0.68871,0.9823,0.8978,-0.22037,-0.80026,0.9422,1.10827,-0.59645,-1.10057,0.943,1.23983,-0.7808,-1.25411,0.9676,1.30077,-0.96913,-1.41283,0.9248,1.23766,-0.22659,-0.64531,0.9418,1.51566,-0.72152,-0.95837,0.9814,1.72366,-0.9895,-1.14336,0.955,1.95028,-1.27634,-1.3374,0.99,1.53763,-0.06573,-0.48647,0.9398,1.71706,-0.16465,-0.81132,0.9508,1.40914,0.18825,-0.64131,0.918,1.35208,0.12301,-0.47582,0.9689,1.74664,0.1555,-0.34806,0.927,1.80349,0.05951,-0.53672,0.9623,1.54737,0.29148,-0.40266,0.99,1.52057,0.28818,-0.29363,0.9458
11,0.38432,0.61528,0.09292,0.9073,0.21182,0.52968,-0.16509,0.9444,0.2361,0.16358,-0.44284,0.9019,0.44811,-0.06684,-0.55822,0.9382,0.77624,-0.24801,-0.51825,0.9568,0.53914,-0.08693,-0.54485,0.9712,0.70311,-0.37268,-0.85782,0.9354,0.792,-0.4663,-1.03803,0.9349,0.8554,-0.62512,-1.1636,0.9702,0.84452,-0.03071,-0.48268,0.9812,1.07261,-0.44185,-0.82394,0.9442,1.26506,-0.64049,-1.0218,0.9871,1.39548,-0.85144,-1.17871,0.9636,1.09843,0.09023,-0.39236,0.9866,1.24417,0.04495,-0.69286,0.9713,0.944,0.31863,-0.49378,0.9192,0.96212,0.24239,-0.35081,0.9665,1.28929,0.32025,-0.30466,0.9591,1.32379,0.24202,-0.47343,0.9536,1.12431,0.41165,-0.31959,0.968,1.09658,0.40328,-0.20728,0.9835
12,0.44046,0.69919,0.09996,0.9789,0.23421,0.6109,-0.3164,0.9339,0.30892,0.20701,-0.64955,0.97,0.56194,-0.19197,-0.71492,0.982,0.90653,-0.45372,-0.64208,0.9651,0.64754,-0.15846,-0.74392,0.99,0.85826,-0.54594,-1.10357,0.9206,0.98129,-0.70541,-1.30755,0.9705,1.09107,-0.83275,-1.48544,0.9678,1.02764,-0.19458,-0.6186,0.986,1.3198,-0.6686,-1.00504,0.984,1.54292,-0.93727,-1.22235,0.9033,1.74979,-1.18763,-1.39264,0.9336,1.3252,-0.03395,-0.44773,0.958,1.53692,-0.10898,-0.80798,0.9359,1.23245,0.26441,-0.56571,0.9046,1.19537,0.13336,-0.43283,0.9568,1.5661,0.21871,-0.24888,0.9672,1.65917,0.14576,-0.48044,0.9357,1.36556,0.39774,-0.32605,0.9065,1.35694,0.34757,-0.2009,0.9877
13,0.59824,0.60458,0.04472,0.9789,0.50469,0.52563,-0.21965,0.9229,0.57828,0.23601,-0.41371,0.9515,0.77226,0.02501,-0.46529,0.9468,1.01309,-0.09876,-0.3782,0.9651,0.81325,0.03642,-0.45914,0.9857,1.01059,-0.20389,-0.67524,0.9457,1.12851,-0.27386,-0.7957,0.914,1.18593,-0.3882,-0.88048,0.897,1.0644,0.06595,-0.34283,0.9366,1.3118,-0.24307,-0.5771,0.9532,1.48938,-0.40185,-0.71135,0.9354,1.64191,-0.55705,-0.80854,0.9222,1.24356,0.18734,-0.23001,0.9899,1.41099,0.13284,-0.44582,0.9619,1.13877,0.36196,-0.31979,0.937,1.13142,0.30977,-0.22104,0.9031,1.37867,0.35386,-0.10649,0.9319,1.44444,0.30061,-0.24955,0.9758,1.21992,0.45587,-0.16452,0.9149,1.20434,4.60458,-0.0611,0.9509
14,0.62102,0.47919,-0.04781,0.9349,0.47036,0.35945,-0.3758,0.9422,0.46436,-0.03689,-0.61657,0.99,0.70676,-0.37242,-0.67744,0.9502,0.96847,-0.57426,-0.54056,0.99,0.79674,-0.37739,-0.64714,0.9274,0.97574,-0.72014,-0.93731,0.9388,1.06444,-0.90065,-1.08959,0.9779,1.15431,-1.04007,-1.19202,0.952,1.11974,-0.40366,-0.5023,0.9126,1.35009,-0.87261,-0.76575,0.9446,1.52553,-1.17554,-0.93231,0.9727,1.68369,-1.39244,-1.08062,0.9336,1.37185,-0.2361,-0.33473,0.9724,1.56874,-0.37824,-0.61272,0.9487,1.27871,0.00275,-0.46953,0.9739,1.27802,-0.09967,-0.33676,0.9221,1.58504,-0.07151,-0.17769,0.961,1.65351,-0.19017,-0.34879,0.99,1.42826,0.08107,-0.2641,0.9535,1.41367,0.06925,-0.14223,0.962
15,0.57433,0.42559,0.07308,0.9434,0.43477,0.33692,-0.25651,0.99,0.47559,-0.01142,-0.55752,0.9607,0.73194,-0.34127,-0.61158,0.9727,1.01938,-0.50807,-0.56057,0.8934,0.79411,-0.3078,-0.62522,0.99,0.97941,-0.63198,-0.92145,0.9525,1.09831,-0.75897,-1.07949,0.9418,1.1825,-0.90254,-1.20552,0.9214,1.1082,-0.29442,-0.51604,0.968,1.37568,-0.71345,-0.84562,0.99,1.57584,-0.93145,-1.0113,0.99,1.7465,-1.14857,-1.16009,0.9689,1.3744,-0.1453,-0.34986,0.9461,1.53848,-0.22801,-0.68041,0.9399,1.24361,0.10535,-0.47558,0.9244,1.22635,0.01598,-0.35194,0.9563,1.56835,0.05197,-0.26238,0.9042,1.62039,-0.00932,-0.41232,0.945,1.35896,0.21295,-0.2663,0.966,1.34519,0.16167,-0.14734,0.963
16,0.39503,0.56981,0.08193,0.986,0.26167,0.44999,-0.25359,0.9561,0.34914,0.07621,-0.56485,0.9127,0.60557,-0.20188,-0.63669,0.9652,0.91528,-0.38677,-0.54116,0.9587,0.69764,-0.21787,-0.65356,0.9234,0.92705,-0.47232,-0.89226,0.9481,1.06673,-0.62631,-1.08103,0.9096,1.17467,-0.75926,-1.20507,0.99,1.00212,-0.16456,-0.44709,0.9331,1.30664,-0.56964,-0.78236,0.9481,1.56106,-0.81306,-0.97355,0.9488,1.77906,-1.01197,-1.11167,0.9432,1.26586,-0.02739,-0.27566,0.8858,1.46409,-0.03146,-0.58105,0.9198,1.1164,0.23056,-0.40539,0.99,1.07072,0.1335,-0.26771,0.9589,1.42425,0.20386,-0.13699,0.99,1.48947,0.13628,-0.32109,0.9667,1.23609,0.34417,-0.20107,0.9419,1.19137,0.33886,-0.05318,0.9479
17,0.58324,0.48283,-0.02039,0.99,0.49326,0.38516,-0.30418,0.9612,0.58966,0.05231,-0.53024,0.9606,0.82608,-0.17741,-0.60397,0.9104,1.0622,-0.345,-0.46264,0.9586,0.87002,-0.17434,-0.58873,0.9185,1.09825,-0.46447,-0.79505,0.9884,1.19672,-0.53506,-0.90553,0.9458,1.31498,-0.67685,-1.0158,0.9348,1.13522,-0.16648,-0.42489,0.938,1.4297,-0.5281,-0.64871,0.9868,1.60695,-0.71165,-0.81586,0.9052,1.80066,-0.90791,-0.93565,0.9722,1.32787,-0.01891,-0.27714,0.9869,1.54489,-0.0869,-0.49924,0.9197,1.24472,0.20502,-0.38118,0.9106,1.20744,0.10703,-0.25764,0.9728,1.49046,0.16733,-0.11325,0.99,1.57472,0.08647,-0.25018,0.9649,1.3313,0.25245,-0.19492,0.9819,1.29173,0.2616,-0.10564,0.99
18,0.45795,0.61167,0.03739,0.9367,0.29686,0.50631,-0.40428,0.99,0.40511,0.01058,-0.73994,0.9389,0.71491,-0.38939,-0.79658,0.9453,1.07024,-0.61532,-0.63067,0.924,0.75712,-0.37725,-0.79047,0.9604,1.06682,-0.80892,-1.09556,0.933,1.16661,-0.97467,-1.28728,0.9127,1.33339,-1.16314,-1.42948,0.9385,1.1695,-0.35817,-0.55461,0.9271,1.52099,-0.92906,-0.91657,0.9373,1.76994,-1.25054,-1.12982,0.9089,1.96908,-1.53092,-1.29192,0.99,1.47615,-0.19319,-0.3692,0.9343,1.74443,-0.31082,-0.72171,0.9789,1.3345,0.1165,-0.50095,0.99,1.29547,0.02989,-0.3427,0.9481,1.70146,0.05557,-0.14603,0.935,1.81856,-0.10338,-0.37268,0.9723,1.48962,0.22495,-0.25549,0.93,1.47172,0.23567,-0.12412,0.8953
19,0.45973,0.62398,-0.00514,0.9496,0.28562,0.48892,-0.441,0.9573,0.37072,0.02466,-0.7648,0.9229,0.681,-0.28366,-0.8904,0.9289,1.04698,-0.50753,-0.77272,0.8985,0.77083,-0.2711,-0.89025,0.9548,1.02248,-0.63826,-1.23143,0.9854,1.17105,-0.80956,-1.47501,0.9716,1.30069,-0.94178,-1.60709,0.8919,1.1418,-0.25111,-0.72514,0.9529,1.50343,-0.74489,-1.11454,0.9653,1.7496,-1.017,-1.35384,0.9285,1.9832,-1.25121,-1.54607,0.9124,1.42569,-0.08451,-0.51889,0.9496,1.66325,-0.14263,-0.88135,0.9263,1.29745,0.24699,-0.64542,0.924,1.2614,0.1318,-0.48668,0.9508,1.68345,0.18867,-0.33316,0.9622,1.75728,0.10297,-0.54284,0.9381,1.42672,0.31835,-0.40501,0.94,1.41784,0.27522,-0.26428,0.9785
20,0.56784,0.48348,0.0121,0.9332,0.44929,0.41632,-0.25184,0.9176,0.47864,0.0724,-0.51474,0.9358,0.70459,-0.2052,-0.62949,0.9204,1.00794,-0.39821,-0.55146,0.9179,0.77472,-0.20638,-0.62891,0.9186,0.96788,-0.49141,-0.89708,0.9136,1.07287,-0.60463,-1.06637,0.9112,1.15045,-0.72494,-1.15024,0.9366,1.07648,-0.18731,-0.5249,0.9678,1.3655,-0.57224,-0.81907,0.9494,1.53451,-0.79974,-1.01437,0.9497,1.69743,-0.9783,-1.15469,0.9619,1.34156,-0.04981,-0.36563,0.9749,1.47485,-0.11082,-0.66648,0.9786,1.19415,0.19257,-0.46443,0.9488,1.18625,0.11427,-0.35363,0.9266,1.51176,0.15847,-0.22377,0.9645,1.60833,0.09854,-0.44416,0.99,1.35495,0.3077,-0.27693,0.9765,1.31915,0.25623,-0.18102,0.9474
21,0.54354,0.56254,0.01095,0.9207,0.3824,0.43012,-0.34539,0.9788,0.49791,0.04064,-0.71353,0.9231,0.78,-0.25814,-0.79763,0.9206,1.15765,-0.47911,-0.714,0.9262,0.85426,-0.26938,-0.76867,0.9307,1.13807,-0.60167,-1.10091,0.9626,1.27135,-0.72581,-1.31369,0.9114,1.36973,-0.88183,-1.45713,0.9398,1.24008,-0.20406,-0.62919,0.9206,1.57966,-0.65028,-0.99044,0.9371,1.82307,-0.87222,-1.21683,0.9631,2.04115,-1.11323,-1.37849,0.9276,1.4952,-0.01511,-0.5008,0.9481,1.73194,-0.09701,-0.81369,0.9255,1.32976,0.26093,-0.59266,0.9239,1.34933,0.14754,-0.46931,0.9712,1.68425,0.21787,-0.29534,0.9207,1.79379,0.14999,-0.51612,0.9617,1.47856,0.34684,-0.37829,0.9036,1.4395,0.36033,-0.21799,0.99
22,0.48629,0.5611,0.02529,0.9162,0.4063,0.46886,-0.224,0.9478,0.46294,0.17403,-0.44087,0.912,0.68334,-0.01051,-0.49252,0.8973,0.93081,-0.15551,-0.37864,0.9432,0.71966,-0.0081,-0.45781,0.9678,0.92889,-0.25382,-0.67184,0.906,1.03963,-0.35441,-0.76801,0.9734,1.12028,-0.44478,-0.86314,0.9857,0.95604,-0.00027,-0.34516,0.9375,1.24192,-0.31653,-0.53569,0.9729,1.39475,-0.47582,-0.69211,0.9514,1.56817,-0.6524,-0.76429,0.9593,1.1582,0.09966,-0.20377,0.9347,1.32706,0.09903,-0.40732,0.9784,1.04036,0.3045,-0.28656,0.9851,1.03424,0.25366,-0.19156,0.9212,1.27059,0.31529,-0.06617,0.9495,1.32929,0.22839,-0.21493,0.922,1.13775,0.38165,-0.14448,0.9051,1.10293,0.36798,-0.04316,0.9732
23,0.37792,0.551,-0.10273,0.9273,0.25544,0.45006,-0.3858,0.9355,0.2972,0.11548,-0.63005,0.8677,0.53123,-0.14126,-0.70186,0.9462,0.76143,-0.34507,-0.58072,0.343,0.56925,-0.14698,-0.66608,0.9651,0.76138,-0.4295,-0.92972,0.9822,0.86656,-0.53979,-1.0645,0.9548,0.94834,-0.70692,-1.18485,0.9864,0.8551,-0.12495,-0.54558,0.99,1.1261,-0.53509,-0.80115,0.9238,1.287,-0.74756,-0.99211,0.953,1.42868,-0.94589,-1.10622,0.9389,1.07548,-0.00381,-0.40519,0.9076,1.25743,-0.0671,-0.67547,0.9708,1.00103,0.22108,-0.52646,0.99,0.97543,0.14052,-0.40481,0.9595,1.23529,0.17928,-0.27371,0.9667,1.31546,0.10515,-0.45204,0.9875,1.10262,0.30257,-0.32539,0.9289,1.0756,0.27981,-0.23134,0.9566
24,0.40735,0.5595,0.02377,0.9411,0.26803,0.4845,-0.25882,0.953,0.32147,0.15073,-0.49514,0.9693,0.52414,-0.10178,-0.58368,0.9458,0.78721,-0.30005,-0.51157,0.9574,0.56519,-0.11427,-0.57349,0.9205,0.76209,-0.39373,-0.82327,0.9874,0.85458,-0.51698,-0.95869,0.972,0.9234,-0.6332,-1.08337,0.9279,0.87313,-0.09168,-0.45532,0.9795,1.10718,-0.49739,-0.70576,0.9617,1.27276,-0.69576,-0.89144,0.9443,1.41557,-0.87839,-1.01705,0.99,1.12214,0.01888,-0.32777,0.9115,1.26323,-0.04333,-0.59755,0.9514,0.99452,0.22003,-0.40635,0.9301,0.98724,0.14025,-0.30637,0.9711,1.25198,0.19044,-0.20524,0.9619,1.3113,0.12143,-0.35065,0.868,1.13043,0.31867,-0.26831,0.9417,1.09393,0.29063,-0.11126,0.99
25,0.52532,0.60741,0.00854,0.9136,0.4194,0.50441,-0.27792,0.9643,0.42941,0.14426,-0.52255,0.9234,0.65472,-0.12687,-0.60349,0.9372,0.93317,-0.33776,-0.52187,0.9659,0.70803,-0.10516,-0.58025,0.8984,0.87752,-0.42673,-0.83885,0.9516,0.96393,-0.53517,-1.01102,0.9555,1.0416,-0.66366,-1.10508,0.9053,1.00211,-0.09396,-0.48554,0.9192,1.2434,-0.50898,-0.77253,0.9505,1.403,-0.71518,-0.95261,0.9854,1.57027,-0.91639,-1.06443,0.9512,1.22984,0.02289,-0.38004,0.9351,1.38614,-0.0535,-0.65472,0.99,1.13067,0.25195,-0.46677,0.9079,1.11524,0.18216,-0.34304,0.9785,1.44231,0.21925,-0.22427,0.99,1.48043,0.13734,-0.39136,0.9409,1.24871,0.35349,-0.26638,0.9158,1.24099,0.33181,-0.18118,0.9265
26,0.35217,0.60597,-0.08922,0.9109,0.17719,0.45974,-0.48973,0.949,0.19595,-0.01353,-0.72195,0.8917,0.46797,-0.37706,-0.77739,0.9703,0.80852,-0.64587,-0.66166,0.9779,0.53377,-0.36606,-0.77789,0.9588,0.75406,-0.85688,-1.0229,0.9546,0.84235,-1.02318,-1.24818,0.9205,0.97365,-1.18704,-1.38878,0.9266,0.93303,-0.37353,-0.61743,0.9407,1.19249,-0.97088,-0.91932,0.9307,1.41096,-1.29275,-1.08316,0.9411,1.58983,-1.56933,-1.21788,0.9311,1.21222,-0.23618,-0.44473,0.9371,1.44818,-0.3489,-0.77638,0.977,1.11321,0.02584,-0.64752,0.9553,1.08325,-0.01022,-0.46809,0.9883,1.48751,0.00895,-0.332,0.967,1.57864,-0.07994,-0.52992,0.9532,1.30083,0.1949,-0.40545,0.9474,1.24961,0.20713,-0.28527,0.963
27,0.60514,0.5455,0.07569,0.9688,0.50544,0.48761,-0.15011,0.9606,0.53763,0.18072,-0.36699,0.8956,0.73267,-0.0031,-0.42648,0.9126,0.95317,-0.15087,-0.3731,0.9642,0.78984,0.01303,-0.41353,0.9401,0.92279,-0.24386,-0.61077,0.9329,1.01166,-0.32748,-0.7429,0.9778,1.08943,-0.4381,-0.84515,0.9565,1.02458,0.00655,-0.32658,0.99,1.21249,-0.29643,-0.54642,0.9896,1.35464,-0.47192,-0.68191,0.9365,1.49265,-0.61432,-0.79185,0.9433,1.20533,0.10868,-0.2072,0.9234,1.33259,0.07746,-0.40886,0.9634,1.10554,0.29775,-0.288,0.9543,1.09282,0.23365,-0.19454,0.9373,1.33697,0.28788,-0.06828,0.9326,1.37488,0.22233,-0.21945,0.99,1.18102,0.36757,-0.14406,0.9519,1.17461,0.36832,-0.06195,0.99
