frame_id,lm_0_x,lm_0_y,lm_0_z,lm_0_vis,lm_1_x,lm_1_y,lm_1_z,lm_1_vis,lm_2_x,lm_2_y,lm_2_z,lm_2_vis,lm_3_x,lm_3_y,lm_3_z,lm_3_vis,lm_4_x,lm_4_y,lm_4_z,lm_4_vis,lm_5_x,lm_5_y,lm_5_z,lm_5_vis,lm_6_x,lm_6_y,lm_6_z,lm_6_vis,lm_7_x,lm_7_y,lm_7_z,lm_7_vis,lm_8_x,lm_8_y,lm_8_z,lm_8_vis,lm_9_x,lm_9_y,lm_9_z,lm_9_vis,lm_10_x,lm_10_y,lm_10_z,lm_10_vis,lm_11_x,lm_11_y,lm_11_z,lm_11_vis,lm_12_x,lm_12_y,lm_12_z,lm_12_vis,lm_13_x,lm_13_y,lm_13_z,lm_13_vis,lm_14_x,lm_14_y,lm_14_z,lm_14_vis,lm_15_x,lm_15_y,lm_15_z,lm_15_vis,lm_16_x,lm_16_y,lm_16_z,lm_16_vis,lm_17_x,lm_17_y,lm_17_z,lm_17_vis,lm_18_x,lm_18_y,lm_18_z,lm_18_vis,lm_19_x,lm_19_y,lm_19_z,lm_19_vis,lm_20_x,lm_20_y,lm_20_z,lm_20_vis
10,0.60949,0.61705,-0.0502,0.99,0.42891,0.51334,-0.37091,0.9547,0.49832,0.17536,-0.60931,0.9241,0.6835,-0.10853,-0.69208,0.9704,0.99808,-0.29812,-0.63229,0.965,0.75847,-0.09924,-0.68362,0.9617,0.92695,-0.23937,-0.93072,0.9728,0.80757,0.11472,-0.85459,0.9374,0.83666,0.17196,-0.8296,0.9818,1.05919,-0.08604,-0.57635,0.9628,1.21371,-0.21343,-0.85634,0.9744,1.01064,0.1598,-0.75389,0.9542,1.03653,0.12077,-0.69121,0.9559,1.29525,0.03631,-0.46779,0.9314,1.47867,-0.0217,-0.75617,0.9221,1.20997,0.25361,-0.56041,0.8915,1.1841,0.19612,-0.44629,0.9273,1.48576,0.23737,-0.35914,0.9546,1.63159,0.04975,-0.47501,0.9719,1.70899,-0.09831,-0.56182,0.9326,1.81482,-0.2412,-0.65607,0.9526
11,0.61023,0.48263,-0.05021,0.9391,0.43866,0.42076,-0.34444,0.99,0.43509,0.03788,-0.67798,0.9273,0.65074,-0.272,-0.77986,0.9664,0.9485,-0.52588,-0.7313,0.9173,0.72447,-0.25746,-0.75294,0.99,0.89479,-0.43602,-1.06449,0.953,0.79976,-0.02976,-0.93394,0.9308,0.82678,0.01428,-0.92216,0.9368,1.04689,-0.29219,-0.66793,0.9025,1.2194,-0.40733,-1.00096,0.9014,0.99371,0.01853,-0.82025,0.963,1.05922,-0.03636,-0.77886,0.9123,1.33595,-0.16955,-0.53307,0.9673,1.48116,-0.24501,-0.84371,0.9094,1.21192,0.09038,-0.6151,0.9435,1.19038,-0.00995,-0.49348,0.99,1.54308,0.01718,-0.37951,0.9549,1.69579,-0.2234,-0.55725,0.9018,1.74581,-0.36798,-0.6822,0.9298,1.83162,-0.50118,-0.7656,0.9347
12,0.48004,0.40665,0.02122,0.9798,0.35204,0.31865,-0.28094,0.955,0.38768,-0.0206,-0.53682,0.9177,0.61012,-0.25065,-0.61574,0.9723,0.87205,-0.43894,-0.52063,0.9637,0.67149,-0.25011,-0.58969,0.9812,0.85324,-0.37475,-0.84741,0.9175,0.7455,-0.04418,-0.76612,0.9123,0.75836,0.01502,-0.77908,0.8946,0.96654,-0.24228,-0.49394,0.9294,1.10912,-0.31742,-0.76587,0.9257,0.90506,-0.01521,-0.64448,0.914,0.95329,-0.03573,-0.56965,0.961,1.21379,-0.14151,-0.35178,0.9079,1.33105,-0.17495,-0.61564,0.9568,1.07365,0.10407,-0.4634,0.9669,1.09563,0.02127,-0.31605,0.9497,1.36814,0.0914,-0.24461,0.9546,1.49857,-0.11165,-0.34888,0.9427,1.6029,-0.24567,-0.4328,0.9595,1.67319,-0.37133,-0.55949,0.9155
13,0.66591,0.49729,0.03732,0.9213,0.44089,0.37485,-0.30253,0.9506,0.49471,-0.0207,-0.61697,0.9337,0.75605,-0.3756,-0.76957,0.99,1.12024,-0.62043,-0.70753,0.8953,0.81951,-0.35406,-0.78141,0.9854,1.0385,-0.56748,-1.10794,0.9612,0.89283,-0.07131,-0.98159,0.9703,0.9385,-0.04605,-0.93891,0.939,1.19351,-0.37054,-0.64185,0.9647,1.36837,-0.52457,-1.0068,0.99,1.13189,-0.0304,-0.83472,0.9292,1.15386,-0.09943,-0.74048,0.915,1.52753,-0.23098,-0.49684,0.9289,1.71786,-0.29643,-0.83997,0.99,1.37758,0.07581,-0.59163,0.968,1.37321,-0.01373,-0.46846,0.99,1.77239,0.00612,-0.32674,0.99,1.95127,-0.26021,-0.47784,0.9309,2.02583,-0.40128,-0.62506,0.9074,2.12183,4.49729,-0.76408,0.9292
14,0.60303,0.56159,-0.0481,0.928,0.37728,0.46079,-0.36656,0.9616,0.39841,0.01615,-0.64362,0.932,0.61601,-0.33802,-0.78943,0.9653,0.97519,-0.59222,-0.66971,0.966,0.71359,-0.32766,-0.7548,0.99,0.87663,-0.50205,-1.10812,0.928,0.74814,-0.09281,-0.99691,0.8754,0.81833,-0.02635,-0.95888,0.9504,1.07222,-0.3414,-0.64541,0.916,1.22519,-0.47025,-1.04387,0.9163,1.00464,-0.00496,-0.86709,0.973,1.03257,-0.07154,-0.78676,0.9461,1.40072,-0.19978,-0.52127,0.9681,1.54511,-0.27191,-0.89579,0.9372,1.27886,0.11894,-0.65633,0.9528,1.27357,0.03147,-0.51237,0.9764,1.65283,0.07985,-0.43971,0.9239,1.79871,-0.18209,-0.58833,0.9232,1.90132,-0.37445,-0.66944,0.9098,1.94957,-0.554,-0.80852,0.9452
15,0.59646,0.59308,-0.0089,0.9698,0.48835,0.50895,-0.29379,0.9504,0.51213,0.17355,-0.49355,0.9654,0.72982,-0.06047,-0.57651,0.9166,0.96857,-0.26001,-0.46883,0.9392,0.79276,-0.08667,-0.53862,0.9372,0.95576,-0.18604,-0.78238,0.99,0.8607,0.10845,-0.70549,0.986,0.88559,0.19118,-0.68212,0.9592,1.05722,-0.08258,-0.44837,0.99,1.22419,-0.19624,-0.6679,0.9721,1.03309,0.18059,-0.57856,0.9456,1.04089,0.14456,-0.52957,0.9558,1.26903,0.03867,-0.2824,0.9294,1.42782,-0.0261,-0.53299,0.9542,1.18975,0.25984,-0.39623,0.9478,1.16558,0.1825,-0.28429,0.9364,1.42066,0.19331,-0.15843,0.99,1.54585,0.01366,-0.28294,0.9325,1.63621,-0.09298,-0.34475,0.9623,1.70853,-0.23315,-0.42723,0.9708
16,0.60732,0.63758,0.05915,0.9613,0.4616,0.54879,-0.30259,0.982,0.56029,0.16572,-0.59254,0.9578,0.84031,-0.05077,-0.64423,0.9547,1.16562,-0.24721,-0.56443,0.9572,0.88797,-0.05362,-0.62831,0.9733,1.07957,-0.16464,-0.92453,0.986,0.94478,0.18357,-0.81985,0.99,0.97718,0.24301,-0.75891,0.8907,1.20262,-0.0104,-0.54525,0.9606,1.408,-0.11095,-0.81376,0.9552,1.16256,0.25704,-0.68541,0.9792,1.17404,0.21074,-0.6161,0.9659,1.44698,0.12471,-0.37504,0.9752,1.63761,0.08525,-0.64738,0.9532,1.32803,0.37734,-0.46607,0.9708,1.30115,0.28309,-0.3507,0.99,1.62785,0.34235,-0.18405,0.9304,1.80702,0.14135,-0.31701,0.9425,1.86577,0.0385,-0.4711,0.9682,2.02059,-0.09774,-0.54571,0.8949
17,0.60146,0.5584,0.01605,0.9173,0.45012,0.4344,-0.35004,0.99,0.53171,0.0176,-0.68027,0.9165,0.76133,-0.33686,-0.72725,0.9248,1.08687,-0.59844,-0.63738,0.9438,0.84537,-0.3516,-0.72671,0.99,1.07457,-0.51058,-1.01512,0.9487,0.98059,-0.1001,-0.95879,0.9586,0.99141,-0.02458,-0.90093,0.9382,1.22993,-0.3505,-0.56276,0.8885,1.42117,-0.50283,-0.89513,0.9624,1.19533,-0.00765,-0.76811,0.9097,1.20461,-0.09786,-0.69252,0.9886,1.51395,-0.19314,-0.38771,0.9895,1.73523,-0.3168,-0.71244,0.99,1.36525,0.07767,-0.49677,0.9753,1.36106,-0.02186,-0.35121,0.9718,1.71578,0.02361,-0.22487,0.9896,1.87362,-0.24921,-0.34087,0.9207,2.00621,-0.42788,-0.43966,0.9547,2.10626,-0.57811,-0.54111,0.9541
18,0.4003,0.54498,0.03921,0.913,0.27027,0.45858,-0.19764,0.9743,0.29676,0.1352,-0.41718,0.9748,0.49626,-0.09153,-0.46995,0.963,0.74644,-0.24472,-0.38072,0.9139,0.54654,-0.10563,-0.45925,0.9424,0.68589,-0.21434,-0.67026,0.9656,0.57465,0.07032,-0.63354,0.9367,0.61462,0.13153,-0.62358,0.9339,0.81888,-0.07356,-0.36454,0.9647,0.9255,-0.20348,-0.60187,0.99,0.75887,0.13606,-0.52852,0.9284,0.76695,0.10135,-0.49308,0.9132,1.00884,0.02164,-0.26173,0.9161,1.15176,-0.03253,-0.4981,0.9723,0.90247,0.21857,-0.37411,0.959,0.89273,0.19045,-0.25139,0.9505,1.18758,0.20831,-0.20184,0.9166,1.27972,0.03273,-0.27553,0.99,1.38188,-0.07776,-0.35896,0.9288,1.43001,-0.19328,-0.43348,0.9343
19,0.47878,0.40331,-0.09333,0.9678,0.34758,0.2943,-0.34215,0.9189,0.39943,-0.00087,-0.55871,0.9152,0.57456,-0.22853,-0.60156,0.8825,0.79335,-0.41149,-0.55052,0.9518,0.61302,-0.23095,-0.61209,0.9522,0.75,-0.3592,-0.83104,0.9525,0.69601,-0.04293,-0.77573,0.9494,0.72293,-0.01027,-0.73857,0.9308,0.89749,-0.2355,-0.52231,0.9031,1.0341,-0.32945,-0.75487,0.9728,0.84861,-0.0116,-0.64988,0.8962,0.86585,-0.04709,-0.58814,0.9535,1.09686,-0.12301,-0.40603,0.9535,1.24133,-0.1947,-0.65501,0.9639,1.00716,0.07137,-0.49331,0.9401,0.99385,0.04153,-0.39919,0.9305,1.28038,0.04936,-0.31309,0.9076,1.38982,-0.12817,-0.40892,0.9888,1.45563,-0.27518,-0.48156,0.9088,1.50263,-0.36369,-0.56937,0.9403
20,0.61778,0.4142,-0.00728,0.99,0.48976,0.34829,-0.24201,0.976,0.53169,0.09022,-0.4221,0.99,0.68212,-0.12362,-0.48623,0.931,0.901,-0.27368,-0.43675,0.9576,0.73734,-0.13325,-0.47186,0.9551,0.87209,-0.22936,-0.68186,0.9535,0.79034,0.06207,-0.62904,0.9291,0.8043,0.07966,-0.60811,0.9726,0.97611,-0.11523,-0.40429,0.9782,1.08391,-0.20773,-0.62836,0.9167,0.92868,0.08535,-0.52598,0.923,0.94965,0.04037,-0.48503,0.9435,1.16253,-0.00177,-0.30926,0.974,1.2816,-0.07115,-0.52716,0.9217,1.05742,0.16295,-0.38143,0.9652,1.07205,0.0909,-0.28736,0.9387,1.31111,0.13754,-0.21032,0.9888,1.41545,-0.01742,-0.34104,0.99,1.46689,-0.123,-0.40855,0.9661,1.53584,-0.20968,-0.47696,0.9789
21,0.56686,0.44587,0.00203,0.9262,0.41956,0.30158,-0.38179,0.99,0.498,-0.11465,-0.70194,0.9088,0.8105,-0.46962,-0.77044,0.9393,1.12989,-0.70491,-0.6234,0.9286,0.84568,-0.46388,-0.71588,0.99,1.10211,-0.6572,-1.05993,0.9528,0.99273,-0.18048,-0.96094,0.9255,1.00382,-0.13556,-0.91414,0.9503,1.2309,-0.45174,-0.57657,0.99,1.48132,-0.57337,-0.91008,0.986,1.19228,-0.10378,-0.8016,0.9248,1.19739,-0.18276,-0.6797,0.9266,1.51913,-0.30936,-0.36482,0.9151,1.73813,-0.33867,-0.71703,0.9845,1.41223,0.00438,-0.51373,0.939,1.35701,-0.07849,-0.35106,0.8998,1.75772,-0.0103,-0.18026,0.8856,1.93572,-0.29682,-0.34267,0.9883,2.04426,-0.45507,-0.42933,0.9894,2.16573,-0.6511,-0.56389,0.9347
22,0.53823,0.57231,0.0264,0.8768,0.33349,0.46002,-0.37619,0.9885,0.39869,-0.01081,-0.70939,0.99,0.64632,-0.3282,-0.83372,0.9535,1.00974,-0.59212,-0.70728,0.99,0.72461,-0.34072,-0.81008,0.976,0.93788,-0.49531,-1.16516,0.99,0.85569,-0.09825,-1.05698,0.9541,0.85859,0.00938,-1.00232,0.9377,1.12454,-0.32722,-0.68378,0.953,1.32115,-0.50981,-1.07026,0.9595,1.08104,-0.00292,-0.88067,0.9724,1.09331,-0.05369,-0.80465,0.9899,1.48633,-0.2072,-0.5122,0.9095,1.6429,-0.25691,-0.88746,0.9493,1.31621,0.11906,-0.63522,0.9474,1.28021,0.00116,-0.45897,0.9546,1.69819,0.05978,-0.34445,0.99,1.87842,-0.19569,-0.53129,0.99,1.95831,-0.41302,-0.64379,0.9585,2.07256,-0.55407,-0.76475,0.9217
23,0.50176,0.544,-0.1083,0.9349,0.28556,0.46679,-0.4072,0.974,0.29345,0.08101,-0.70646,0.893,0.51899,-0.25152,-0.78176,0.9681,0.82255,-0.46855,-0.71611,0.9249,0.5872,-0.27281,-0.77647,0.9629,0.75717,-0.39697,-1.07001,0.9409,0.68355,-0.03146,-0.98494,0.9258,0.70946,0.01188,-0.94021,0.9888,0.93598,-0.25972,-0.66918,0.9669,1.08158,-0.37926,-0.98207,0.9243,0.89073,0.02404,-0.86622,0.9486,0.92297,-0.03616,-0.76879,0.9653,1.22315,-0.13518,-0.52505,0.9587,1.37042,-0.22436,-0.83994,0.9858,1.09328,0.14048,-0.63975,0.9679,1.07095,0.0506,-0.49212,0.99,1.43265,0.06709,-0.38533,0.9584,1.58244,-0.15906,-0.55427,0.9305,1.63642,-0.30035,-0.65939,0.9124,1.70996,-0.45606,-0.76193,0.421
24,0.5141,0.55945,-0.06157,0.9525,0.38189,0.49098,-0.41437,0.9653,0.37182,0.06472,-0.6545,0.9578,0.56801,-0.26347,-0.71521,0.9693,0.79531,-0.50664,-0.56927,0.9516,0.58448,-0.27542,-0.70571,0.9703,0.80344,-0.45482,-0.95906,0.9527,0.76415,-0.07481,-0.88134,0.9756,0.78002,-0.00917,-0.82908,0.9478,0.9357,-0.32201,-0.52043,0.9283,1.0887,-0.48143,-0.83236,0.8933,0.93398,-0.03893,-0.71942,0.9305,0.94842,-0.0702,-0.65345,0.896,1.19894,-0.23838,-0.35442,0.9204,1.39989,-0.33779,-0.64824,0.9834,1.13549,0.03824,-0.51395,0.99,1.09204,-0.05499,-0.39523,0.9204,1.40022,-0.06276,-0.22423,0.9222,1.5611,-0.29179,-0.31197,0.9487,1.61689,-0.4693,-0.39629,0.9391,1.66249,-0.60362,-0.4966,0.9544
25,0.64712,0.6502,0.02897,0.9316,0.49705,0.57903,-0.27476,0.9485,0.52035,0.24571,-0.49405,0.9195,0.73209,0.01125,-0.57824,0.9255,1.00347,-0.15459,-0.49796,0.9633,0.81241,0.00625,-0.60038,0.9139,0.96517,-0.11243,-0.83913,0.9574,0.88701,0.21444,-0.74458,0.9315,0.89203,0.26316,-0.706,0.9218,1.09,0.01403,-0.4749,0.99,1.2175,-0.09312,-0.75344,0.9658,1.04862,0.23636,-0.6217,0.9822,1.06152,0.20882,-0.55693,0.9611,1.31493,0.13484,-0.34215,0.99,1.4469,0.07883,-0.61096,0.9226,1.20411,0.35945,-0.43071,0.9629,1.19487,0.26351,-0.31624,0.95,1.47449,0.29988,-0.22524,0.9864,1.62065,0.12714,-0.35085,0.9845,1.67455,-0.01617,-0.43998,0.9631,1.74655,-0.11809,-0.51886,0.9252
26,0.34327,0.61081,-0.03863,0.9376,0.15372,0.51036,-0.33632,0.9668,0.10374,0.06476,-0.56081,0.9111,0.30762,-0.26026,-0.65551,0.9199,0.60139,-0.52194,-0.58423,0.99,0.3912,-0.30087,-0.66497,0.9757,0.52625,-0.50648,-0.95044,0.9538,0.45906,-0.08297,-0.89324,0.9567,0.47602,-0.01103,-0.88438,0.9802,0.72881,-0.29955,-0.56924,0.9359,0.86554,-0.51778,-0.88819,0.9072,0.70241,-0.01868,-0.7695,0.9095,0.73307,-0.07738,-0.69691,0.9509,1.03783,-0.21079,-0.47643,0.9777,1.17868,-0.33628,-0.77875,0.9463,0.94573,0.06018,-0.61809,0.9862,0.93246,0.0101,-0.42101,0.9419,1.30611,0.02777,-0.34496,0.9411,1.3795,-0.25852,-0.50118,0.9409,1.4765,-0.44671,-0.5996,0.9451,1.52044,-0.61083,-0.66668,0.9353
27,0.48351,0.39969,-0.08544,0.9395,0.34373,0.31134,-0.47979,0.91,0.4661,-0.12191,-0.88581,0.8668,0.77534,-0.43583,-0.99615,0.9237,1.14572,-0.6554,-0.8656,0.9303,0.86034,-0.43297,-1.00016,0.9481,1.14998,-0.56431,-1.32113,0.9441,0.98023,-0.12635,-1.1739,0.9359,0.97987,-0.04403,-1.08728,0.9282,1.22975,-0.39687,-0.79328,0.8824,1.49676,-0.4857,-1.18131,0.9491,1.14528,-0.05332,-0.95353,0.9846,1.18812,-0.11672,-0.91282,0.9371,1.54388,-0.22953,-0.59458,0.99,1.79559,-0.23281,-0.91965,0.9738,1.39722,0.06292,-0.70725,0.9625,1.34817,-0.04908,-0.54963,0.9622,1.75327,0.0419,-0.36737,0.9519,1.97623,-0.20128,-0.55143,0.8992,2.13631,-0.37426,-0.68417,0.9523,2.24444,-0.52774,-0.80109,0.9097
